StrengthPoints,Wins_x,Wins last 40 days,ast,blk,dr,fga,fga3,fgm,fgm3,fta,ftm,losses,or,pf,points_against,points_for,stl,to,Season,TeamID,SeasonTeam,Seed,index,Wins_y,TWins,PlayIn,SeedNum,Round,TourneyPoints
80,21,4,440,120,796,1767,582,777,203,752,570,11,392,559,2098,2327,203,383,2011,1437,20111437,9,0,0,0,FALSE,9,1,1
50,23,8,566,176,835,2128,784,1002,291,691,461,10,463,669,2323,2756,222,408,2011,1449,20111449,7,20111449,1,1,FALSE,7,2,2
94,20,6,467,133,714,1718,579,734,194,700,494,11,446,554,1987,2156,143,375,2011,1452,20111452,5,20111452,1,1,FALSE,5,2,2
76,23,7,408,98,667,1662,673,740,250,466,384,8,327,467,1808,2114,107,229,2011,1458,20111458,4,20111458,2,2,FALSE,4,3,4
9,21,9,475,82,707,1797,474,861,193,754,521,12,365,634,2239,2436,223,391,2011,1459,20111459,14,0,0,0,FALSE,14,1,1
34,24,9,413,96,783,1649,513,763,171,741,554,7,317,532,2001,2251,171,371,2011,1462,20111462,6,0,0,0,FALSE,6,1,1
26,21,7,393,133,780,1674,453,756,129,611,437,11,346,589,1860,2078,234,414,2012,1104,20121104,9,0,0,0,FALSE,9,1,1
85,26,8,486,153,789,1848,589,861,222,674,507,7,400,582,2154,2451,252,457,2012,1124,20121124,3,20121124,3,3,FALSE,3,4,8
0,26,11,572,74,818,1914,763,921,291,750,553,7,380,603,2228,2686,243,403,2012,1125,20121125,14,0,0,0,FALSE,14,1,1
10,23,7,528,130,840,1861,606,867,211,683,484,8,335,572,2095,2429,258,400,2012,1140,20121140,14a,20121140,1,0,TRUE,14,1,1
6,24,7,530,104,822,1820,416,872,153,627,468,9,329,475,2039,2365,158,404,2012,1143,20121143,12a,0,0,-1,TRUE,12,1,1
89,24,9,441,156,772,2029,709,852,243,596,382,10,459,515,2080,2329,276,360,2012,1153,20121153,6,20121153,2,2,FALSE,6,3,4
10,21,9,364,104,808,1654,522,727,178,712,489,11,306,547,2034,2121,188,402,2012,1160,20121160,11,20121160,1,1,FALSE,11,2,2
44,20,6,382,59,717,1573,459,748,186,676,520,11,254,584,2119,2202,166,386,2012,1161,20121161,11,0,0,0,FALSE,11,1,1
49,20,6,449,228,842,1844,538,837,178,635,420,13,407,475,2116,2272,192,414,2012,1163,20121163,9,0,0,0,FALSE,9,1,1
28,28,8,591,76,879,1817,636,925,270,712,521,5,314,563,2295,2641,158,405,2012,1166,20121166,8,20121166,1,1,FALSE,8,2,2
15,24,10,420,107,813,1833,705,821,240,673,516,7,381,634,2105,2398,168,369,2012,1172,20121172,13,0,0,0,FALSE,13,1,1
0,20,10,415,148,712,1804,497,802,147,794,588,13,387,636,2242,2339,241,421,2012,1178,20121178,15,0,0,0,FALSE,15,1,1
100,27,9,411,133,814,1857,713,850,268,841,590,6,393,600,2259,2558,206,402,2012,1181,20121181,2,0,0,0,FALSE,2,1,1
43,23,6,495,108,782,1893,841,872,328,625,445,10,378,523,2179,2517,214,360,2012,1196,20121196,7,20121196,3,3,FALSE,7,4,8
82,24,10,403,196,826,1820,575,834,203,640,450,9,385,619,2076,2321,251,537,2012,1199,20121199,3,20121199,1,1,FALSE,3,2,2
76,22,7,405,146,751,1586,478,727,164,625,435,8,339,535,1773,2053,187,378,2012,1207,20121207,3,20121207,1,1,FALSE,3,2,2
33,25,8,426,102,811,1634,527,773,198,768,549,6,340,470,1959,2293,211,414,2012,1211,20121211,7,20121211,1,1,FALSE,7,2,2
15,25,8,374,128,707,1376,473,639,168,588,441,4,248,440,1596,1887,170,363,2012,1217,20121217,12,0,0,0,FALSE,12,1,1
90,25,8,443,111,796,1759,487,857,211,820,625,8,356,580,2163,2550,212,421,2012,1231,20121231,4,20121231,2,2,FALSE,4,3,4
4,25,8,619,68,767,1963,631,990,248,609,436,7,345,540,2322,2664,231,396,2012,1233,20121233,14b,0,0,-1,TRUE,14,1,1
56,22,6,467,90,828,1773,748,796,284,686,466,10,347,514,2135,2342,188,401,2012,1235,20121235,8,20121235,1,1,FALSE,8,2,2
121,27,10,515,186,851,1813,553,880,198,744,518,6,367,582,2044,2476,244,438,2012,1242,20121242,2,20121242,5,5,FALSE,2,6,32
63,21,6,448,149,714,1740,517,770,177,746,497,10,441,624,1975,2214,191,449,2012,1243,20121243,8,20121243,1,1,FALSE,8,2,2
109,32,10,450,299,905,1924,525,929,195,769,554,2,425,495,2006,2607,215,386,2012,1246,20121246,1,20121246,6,6,FALSE,1,7,64
0,21,10,398,140,808,1891,410,812,136,779,564,11,447,561,2108,2324,252,388,2012,1249,20121249,16a,0,0,-1,TRUE,16,1,1
0,25,9,416,93,791,1850,668,824,237,691,535,7,347,569,2093,2420,250,369,2012,1250,20121250,15,20121250,1,1,FALSE,15,2,2
7,23,9,438,85,755,1703,572,793,205,739,496,8,350,488,2003,2287,211,399,2012,1253,20121253,12,0,0,0,FALSE,12,1,1
1,25,10,490,109,883,1890,589,898,217,942,689,8,392,521,2552,2702,200,534,2012,1254,20121254,16,0,0,0,FALSE,16,1,1
82,26,9,482,170,878,1997,663,848,206,739,507,9,460,625,2141,2409,319,513,2012,1257,20121257,4,20121257,4,4,FALSE,4,5,16
3,24,8,384,139,706,1721,470,736,160,740,531,8,425,604,2042,2163,249,431,2012,1259,20121259,15,0,0,0,FALSE,15,1,1
75,25,6,539,112,768,1847,540,848,182,766,552,7,378,572,2119,2430,282,424,2012,1266,20121266,3,20121266,2,2,FALSE,3,3,4
18,26,11,502,193,848,1845,496,912,183,768,553,8,322,648,2147,2560,270,433,2012,1272,20121272,8,0,0,0,FALSE,8,1,1
82,23,8,408,67,707,1667,737,764,260,482,348,9,272,504,1992,2136,159,350,2012,1276,20121276,4,0,0,0,FALSE,4,1,1
135,27,10,521,149,893,1849,515,881,188,721,503,7,399,599,2010,2453,249,442,2012,1277,20121277,1,20121277,2,2,FALSE,1,3,4
108,30,10,551,96,783,1890,708,952,280,713,546,4,312,480,2235,2730,279,350,2012,1281,20121281,2,0,0,0,FALSE,2,1,1
5,23,10,401,109,700,1539,486,720,186,612,440,6,254,538,1804,2066,206,360,2012,1285,20121285,13,0,0,0,FALSE,13,1,1
0,21,11,439,79,788,1964,755,790,248,686,446,12,437,674,2286,2274,289,478,2012,1290,20121290,16a,0,0,-1,TRUE,16,1,1
28,27,9,351,120,633,1451,511,690,208,673,490,1,298,510,1746,2078,225,391,2012,1293,20121293,6,20121293,1,1,FALSE,6,2,2
17,22,7,543,138,851,1960,512,907,182,705,499,12,413,579,2313,2495,235,436,2012,1301,20121301,11,20121301,2,2,FALSE,11,3,4
62,26,9,515,105,848,1734,639,795,246,683,486,6,355,564,1909,2322,219,426,2012,1307,20121307,5,20121307,1,1,FALSE,5,2,2
12,24,10,458,135,843,1871,461,874,151,987,655,9,477,592,2247,2554,224,484,2012,1308,20121308,13,0,0,0,FALSE,13,1,1
1,24,9,384,152,798,1737,545,778,171,760,499,8,358,611,2136,2226,209,474,2012,1313,20121313,15,20121313,1,1,FALSE,15,2,2
89,29,10,593,190,999,2214,507,1020,172,843,575,5,533,503,2273,2787,232,400,2012,1314,20121314,1,20121314,3,3,FALSE,1,4,8
78,22,8,478,113,784,1751,644,756,212,664,470,11,339,454,2030,2194,171,331,2012,1323,20121323,7,0,0,0,FALSE,7,1,1
2,26,10,427,89,711,1884,717,804,239,690,470,7,419,652,2068,2317,312,436,2012,1325,20121325,13,20121325,2,2,FALSE,13,3,4
108,27,8,509,102,852,1942,506,938,165,718,501,7,404,546,2008,2542,245,395,2012,1326,20121326,2,20121326,4,4,FALSE,2,5,16
28,21,6,452,107,718,1912,719,843,271,652,425,12,372,587,2178,2382,216,286,2012,1345,20121345,10,20121345,1,1,FALSE,10,2,2
0,25,10,445,59,764,1788,664,831,261,714,521,7,325,519,2132,2444,207,333,2012,1355,20121355,14,0,0,0,FALSE,14,1,1
45,24,8,382,72,809,1725,513,781,173,625,439,7,325,501,1992,2174,168,394,2012,1361,20121361,6,0,0,0,FALSE,6,1,1
25,19,7,372,114,746,1560,473,678,147,534,379,13,332,492,1834,1882,178,438,2012,1378,20121378,12b,20121378,2,1,TRUE,12,2,2
28,23,6,333,91,696,1795,538,735,191,722,532,8,425,595,2053,2193,182,335,2012,1379,20121379,9,0,0,0,FALSE,9,1,1
9,20,8,428,130,753,1630,490,747,167,697,530,11,353,576,2015,2191,177,440,2012,1382,20121382,14,0,0,0,FALSE,14,1,1
18,24,9,434,94,698,1657,602,752,222,582,416,7,317,526,1779,2142,216,350,2012,1387,20121387,9,20121387,1,1,FALSE,9,2,2
26,25,6,462,88,743,1628,627,764,216,645,470,5,343,478,1886,2214,204,352,2012,1388,20121388,7,0,0,0,FALSE,7,1,1
117,31,9,522,234,746,1954,611,910,211,622,430,2,420,499,1993,2461,317,348,2012,1393,20121393,1,20121393,3,3,FALSE,1,4,8
45,24,9,484,129,760,1794,562,846,226,611,439,7,326,548,2167,2357,224,388,2012,1396,20121396,5,0,0,0,FALSE,5,1,1
39,20,7,408,120,751,1870,581,816,190,806,589,13,443,644,2205,2411,225,415,2012,1400,20121400,11,0,0,0,FALSE,11,1,1
0,21,8,459,67,682,1650,552,773,192,801,618,9,318,538,2170,2356,242,405,2012,1421,20121421,16,0,0,0,FALSE,16,1,1
50,24,6,562,156,840,1856,714,855,266,664,454,8,362,556,2123,2430,260,439,2012,1424,20121424,6,0,0,0,FALSE,6,1,1
7,28,10,416,126,724,1924,747,789,252,718,495,6,421,617,2032,2325,361,387,2012,1433,20121433,12,20121433,1,1,FALSE,12,2,2
58,24,8,437,136,820,1829,755,840,294,724,505,10,354,545,2209,2479,202,448,2012,1435,20121435,5,20121435,1,1,FALSE,5,2,2
0,23,10,451,81,826,1801,532,798,184,682,506,11,376,589,2057,2286,212,420,2012,1436,20121436,16b,20121436,1,0,TRUE,16,1,1
19,22,4,382,87,756,1529,451,703,152,548,397,9,251,491,1664,1955,202,354,2012,1438,20121438,10,0,0,0,FALSE,10,1,1
0,15,8,365,135,772,1827,607,725,187,736,510,18,413,654,2244,2147,182,496,2012,1443,20121443,16b,20121443,1,0,TRUE,16,1,1
39,19,4,467,82,748,1865,566,822,171,711,477,13,480,538,2117,2292,208,412,2012,1452,20121452,10,0,0,0,FALSE,10,1,1
30,26,9,451,123,836,1768,586,849,217,623,469,5,338,528,1945,2384,186,375,2012,1455,20121455,5,0,0,0,FALSE,5,1,1
63,24,6,385,115,795,1723,696,730,251,536,397,9,320,469,1745,2108,172,296,2012,1458,20121458,4,20121458,2,2,FALSE,4,3,4
41,21,7,442,124,844,1831,461,829,161,747,517,12,358,622,2226,2336,201,420,2012,1462,20121462,10,20121462,2,2,FALSE,10,3,4
6,25,8,465,173,768,1765,647,799,215,649,417,6,404,558,1930,2230,221,426,2013,1103,20131103,12,0,0,0,FALSE,12,1,1
0,24,7,380,69,807,1696,560,742,204,684,502,10,335,545,2050,2190,185,455,2013,1107,20131107,15,0,0,0,FALSE,15,1,1
53,25,6,443,125,791,1781,675,801,245,666,498,7,369,523,2038,2345,222,419,2013,1112,20131112,6,20131112,2,2,FALSE,6,3,4
10,24,7,474,82,685,1679,663,829,249,544,400,6,281,546,1939,2307,286,407,2013,1125,20131125,11,0,0,0,FALSE,11,1,1
41,19,6,359,48,673,1604,564,719,218,541,405,10,282,559,1927,2061,192,356,2013,1129,20131129,13a,0,0,-1,TRUE,13,1,1
8,27,9,430,130,868,1693,411,771,148,619,462,5,289,469,1846,2152,112,302,2013,1137,20131137,11,0,0,0,FALSE,11,1,1
67,25,8,425,76,821,1761,629,790,216,671,462,8,383,596,2096,2258,187,438,2013,1139,20131139,6,20131139,1,1,FALSE,6,2,2
41,20,7,436,147,813,1760,411,785,125,550,399,11,340,506,1996,2094,179,389,2013,1143,20131143,12,20131143,1,1,FALSE,12,2,2
44,22,4,403,204,846,1899,709,764,225,687,446,11,474,584,1939,2199,231,423,2013,1153,20131153,10,0,0,0,FALSE,10,1,1
35,21,7,321,100,820,1737,498,758,173,719,492,11,371,505,2041,2181,225,424,2013,1160,20131160,10,0,0,0,FALSE,10,1,1
30,23,7,398,56,791,1745,476,773,159,755,535,8,448,529,1970,2240,144,332,2013,1161,20131161,8,20131161,1,1,FALSE,8,2,2
38,27,7,584,88,912,1787,708,907,298,601,451,7,286,551,2145,2563,170,417,2013,1166,20131166,7,20131166,1,1,FALSE,7,2,2
4,25,11,440,88,782,1701,655,786,240,658,527,7,289,564,1984,2339,183,352,2013,1172,20131172,14,0,0,0,FALSE,14,1,1
104,27,8,470,121,773,1837,611,875,248,693,507,5,309,567,2093,2505,209,343,2013,1181,20131181,2,20131181,3,3,FALSE,2,4,8
15,22,8,439,121,792,1840,641,839,212,634,425,10,374,563,2154,2315,282,469,2013,1195,20131195,15,20131195,2,2,FALSE,15,3,4
45,26,8,489,109,809,1799,728,865,277,524,357,7,348,466,1772,2364,230,367,2013,1196,20131196,3,20131196,3,3,FALSE,3,4,8
92,25,9,459,119,735,1563,509,713,182,579,394,6,286,523,1728,2002,234,393,2013,1207,20131207,2,0,0,0,FALSE,2,1,1
55,30,10,475,89,820,1753,546,874,199,718,511,2,367,509,1904,2458,252,357,2013,1211,20131211,1,20131211,1,1,FALSE,1,2,2
5,18,7,353,112,593,1270,429,613,172,640,463,9,193,408,1734,1861,199,369,2013,1217,20131217,14,20131217,1,1,FALSE,14,2,2
70,21,7,335,129,708,1912,787,790,254,597,431,12,391,601,2159,2265,227,379,2013,1228,20131228,7,20131228,1,1,FALSE,7,2,2
109,27,7,480,123,863,1824,586,887,241,839,625,6,411,564,2061,2640,247,429,2013,1231,20131231,1,20131231,2,2,FALSE,1,3,4
1,20,6,510,99,808,2041,743,933,277,668,520,13,381,564,2500,2663,218,402,2013,1233,20131233,15,0,0,0,FALSE,15,1,1
43,22,6,527,96,873,2000,878,910,325,661,483,11,405,560,2350,2628,215,438,2013,1235,20131235,10,20131235,1,1,FALSE,10,2,2
0,20,7,399,153,772,1823,585,766,195,698,489,14,340,583,2188,2216,268,380,2013,1241,20131241,16a,20131241,1,0,TRUE,16,1,1
128,29,10,532,225,957,1886,558,905,205,748,548,5,373,577,2090,2563,244,465,2013,1242,20131242,1,20131242,2,2,FALSE,1,3,4
59,26,9,528,120,702,1884,626,814,225,599,413,7,442,603,2026,2266,232,383,2013,1243,20131243,4,0,0,0,FALSE,4,1,1
33,21,6,431,107,648,1722,615,772,228,543,401,9,303,459,1979,2173,242,351,2013,1247,20131247,13b,20131247,3,2,TRUE,13,3,4
0,12,7,372,93,794,1723,591,726,217,664,487,20,322,605,2265,2156,164,426,2013,1251,20131251,16a,0,0,-1,TRUE,16,1,1
0,20,9,504,116,779,1849,631,894,243,857,591,13,389,585,2521,2622,225,475,2013,1254,20131254,16b,0,0,-1,TRUE,16,1,1
104,29,11,510,144,812,1974,599,879,198,766,545,5,463,603,1971,2501,365,431,2013,1257,20131257,1,20131257,6,6,FALSE,1,7,64
68,23,8,445,106,727,1629,439,760,132,674,487,8,357,526,1945,2139,209,422,2013,1266,20131266,3,20131266,3,3,FALSE,3,4,8
3,30,12,585,214,868,1958,554,937,210,743,495,4,417,615,2215,2579,305,497,2013,1272,20131272,6,20131272,1,1,FALSE,6,2,2
78,27,9,372,150,849,1798,628,827,225,632,428,6,331,486,2002,2307,209,360,2013,1274,20131274,2,20131274,2,2,FALSE,2,3,4
86,25,5,452,91,778,1842,626,885,235,528,375,7,339,418,2014,2380,193,295,2013,1276,20131276,4,20131276,5,5,FALSE,4,6,32
88,24,7,419,122,806,1694,462,780,159,621,441,8,361,512,1900,2160,258,421,2013,1277,20131277,3,20131277,2,2,FALSE,3,3,4
67,20,3,473,183,766,1727,512,764,167,723,495,12,477,561,1974,2190,242,442,2013,1278,20131278,11,20131278,1,1,FALSE,11,2,2
30,26,9,428,175,872,2110,701,925,231,829,567,8,445,576,2287,2648,286,386,2013,1279,20131279,12,20131279,1,1,FALSE,12,2,2
47,23,7,460,116,915,1958,612,900,208,687,508,10,452,543,2184,2516,223,437,2013,1281,20131281,9,0,0,0,FALSE,9,1,1
0,23,9,364,87,680,1464,519,692,196,605,464,6,214,495,1904,2044,167,357,2013,1285,20131285,13,0,0,0,FALSE,13,1,1
7,28,8,467,125,814,1783,468,826,177,753,522,5,401,680,1907,2351,234,455,2013,1292,20131292,11a,0,0,-1,TRUE,11,1,1
0,18,8,371,154,831,1765,653,699,197,762,500,16,362,660,2088,2095,232,512,2013,1299,20131299,16b,20131299,1,0,TRUE,16,1,1
24,24,8,497,145,863,1935,458,956,180,797,544,10,389,521,2382,2636,224,420,2013,1301,20131301,8,0,0,0,FALSE,8,1,1
91,29,10,497,133,879,1759,615,747,218,805,581,5,319,525,2054,2293,208,391,2013,1307,20131307,3,0,0,0,FALSE,3,1,1
0,23,9,378,183,838,1706,405,787,132,818,538,10,389,502,2074,2244,182,474,2013,1308,20131308,13,0,0,0,FALSE,13,1,1
21,23,8,562,109,830,2131,654,935,242,597,402,10,452,492,2281,2514,263,405,2013,1314,20131314,8,20131314,1,1,FALSE,8,2,2
0,19,9,395,122,661,1660,493,741,155,678,468,8,369,537,1956,2105,252,378,2013,1322,20131322,14,0,0,0,FALSE,14,1,1
61,25,7,578,130,854,1878,600,870,224,605,428,9,378,484,2146,2392,173,376,2013,1323,20131323,7,0,0,0,FALSE,7,1,1
99,26,9,440,142,819,1824,567,828,199,623,432,7,352,513,1912,2287,224,350,2013,1326,20131326,2,20131326,3,3,FALSE,2,4,8
38,20,6,384,87,770,1789,472,780,154,646,491,11,369,537,2052,2205,200,367,2013,1328,20131328,10,0,0,0,FALSE,10,1,1
57,24,9,386,152,817,1802,563,793,178,736,552,8,348,575,2011,2316,240,397,2013,1329,20131329,5,0,0,0,FALSE,5,1,1
45,26,8,442,136,856,1937,530,866,171,755,536,8,416,591,2163,2439,289,507,2013,1332,20131332,12,20131332,2,2,FALSE,12,3,4
6,20,9,459,39,709,1666,529,743,207,637,446,12,301,586,2080,2139,177,359,2013,1334,20131334,15,0,0,0,FALSE,15,1,1
51,24,5,529,126,717,1721,450,818,162,646,429,8,414,548,1774,2227,213,349,2013,1338,20131338,8,0,0,0,FALSE,8,1,1
18,22,7,431,68,768,1695,616,785,243,568,439,9,284,444,2057,2252,158,327,2013,1355,20131355,13,0,0,0,FALSE,13,1,1
42,20,6,361,131,776,1685,546,728,177,607,415,10,324,456,1835,2048,197,358,2013,1361,20131361,7,20131361,1,1,FALSE,7,2,2
0,20,7,312,116,746,1534,528,657,192,618,425,9,256,507,1694,1931,204,319,2013,1380,20131380,16,0,0,0,FALSE,16,1,1
78,27,11,425,104,786,1705,585,763,203,762,538,6,298,573,1918,2267,247,379,2013,1387,20131387,4,20131387,1,1,FALSE,4,2,2
15,26,8,464,95,796,1768,673,834,251,653,477,6,382,561,2026,2396,193,382,2013,1388,20131388,11b,20131388,1,0,TRUE,11,1,1
75,26,7,509,217,847,2043,634,899,212,721,487,9,509,566,2103,2497,311,442,2013,1393,20131393,4,20131393,4,4,FALSE,4,5,16
50,23,9,476,118,739,1875,698,806,233,666,483,9,363,525,2179,2328,257,351,2013,1396,20131396,9,20131396,1,1,FALSE,9,2,2
54,25,9,549,125,866,2068,492,941,167,681,492,9,368,507,2344,2541,278,376,2013,1417,20131417,6,0,0,0,FALSE,6,1,1
68,24,8,528,192,927,1885,654,823,214,688,486,9,388,559,2098,2346,237,464,2013,1424,20131424,5,0,0,0,FALSE,5,1,1
31,26,8,500,107,712,2120,768,952,270,649,455,8,472,677,2203,2629,402,402,2013,1433,20131433,5,20131433,1,1,FALSE,5,2,2
0,25,8,444,104,765,1594,635,776,238,674,497,7,286,560,2003,2287,204,461,2013,1434,20131434,14,0,0,0,FALSE,14,1,1
58,19,6,393,111,799,1639,579,678,195,841,607,13,357,609,2078,2158,241,500,2013,1437,20131437,9,0,0,0,FALSE,9,1,1
0,19,8,383,111,808,1837,668,791,222,697,474,15,405,644,2254,2278,207,512,2013,1443,20131443,16,0,0,0,FALSE,16,1,1
22,26,7,469,152,860,1887,665,836,224,676,465,8,447,602,2064,2361,254,435,2013,1455,20131455,9,20131455,4,4,FALSE,9,5,16
104,23,8,455,146,856,1900,754,808,252,569,360,11,391,475,1901,2228,193,331,2013,1458,20131458,5,0,0,0,FALSE,5,1,1
0,18,7,354,98,775,1635,431,718,157,695,520,14,331,552,2043,2113,177,404,2014,1107,20141107,16a,20141107,1,0,TRUE,16,1,1
0,20,6,484,110,734,1490,531,737,203,520,369,12,228,551,1876,2046,193,447,2014,1110,20141110,15,0,0,0,FALSE,15,1,1
118,30,9,513,144,894,1904,505,892,180,794,520,4,428,559,1977,2484,200,355,2014,1112,20141112,1,20141112,3,3,FALSE,1,4,8
42,21,5,454,181,870,1796,673,809,260,754,523,11,270,617,2204,2401,165,367,2014,1113,20141113,10,0,0,0,FALSE,10,1,1
95,22,10,479,187,794,1841,635,825,244,804,541,11,468,579,2257,2435,168,389,2014,1124,20141124,6,20141124,2,2,FALSE,6,3,4
28,22,8,516,100,917,2063,458,966,171,982,676,11,439,646,2559,2779,235,379,2014,1140,20141140,10,0,0,0,FALSE,10,1,1
0,11,5,341,80,622,1615,567,652,190,533,366,19,322,564,1942,1860,166,269,2014,1142,20141142,16a,20141142,1,0,TRUE,16,1,1
63,27,6,420,182,749,1836,573,784,192,717,508,6,441,576,1925,2268,262,366,2014,1153,20141153,5,0,0,0,FALSE,5,1,1
0,18,8,298,84,784,1724,537,740,172,670,464,12,381,598,2071,2116,186,423,2014,1157,20141157,16,0,0,0,FALSE,16,1,1
44,23,7,392,115,882,1829,553,799,177,885,634,11,394,564,2310,2409,205,449,2014,1160,20141160,8,0,0,0,FALSE,8,1,1
72,26,9,428,211,860,1849,625,829,242,714,543,8,343,621,2146,2443,237,397,2014,1163,20141163,7,20141163,6,6,FALSE,7,7,64
70,26,8,585,46,855,1818,812,907,342,624,469,7,279,582,2225,2625,135,328,2014,1166,20141166,3,20141166,1,1,FALSE,3,2,2
40,23,9,431,86,781,1817,574,847,217,750,511,10,384,662,2232,2422,192,396,2014,1173,20141173,11,20141173,3,3,FALSE,11,4,8
1,25,8,370,122,862,2053,707,916,244,886,628,9,378,641,2555,2704,204,326,2014,1174,20141174,13,0,0,0,FALSE,13,1,1
87,26,8,494,104,764,1958,764,907,301,770,559,8,408,659,2281,2674,238,322,2014,1181,20141181,3,0,0,0,FALSE,3,1,1
0,22,7,435,54,584,1633,717,792,277,714,538,9,213,652,2230,2399,248,334,2014,1184,20141184,15,0,0,0,FALSE,15,1,1
69,32,12,454,97,816,1794,633,829,233,778,514,2,397,551,1970,2405,245,385,2014,1196,20141196,1,20141196,4,4,FALSE,1,5,16
48,24,7,453,133,818,1756,502,814,185,820,536,8,378,579,2140,2349,226,418,2014,1203,20141203,9,0,0,0,FALSE,9,1,1
18,27,8,478,129,866,1793,586,879,227,728,517,6,318,597,2130,2502,221,371,2014,1211,20141211,8,20141211,1,1,FALSE,8,2,2
0,25,9,420,144,689,1530,432,716,168,730,530,4,301,519,1778,2130,216,335,2014,1217,20141217,12,20141217,1,1,FALSE,12,2,2
37,20,3,518,162,862,1926,530,895,187,883,647,12,439,575,2243,2624,232,364,2014,1234,20141234,11a,0,0,-1,TRUE,11,1,1
119,26,9,612,97,943,2049,781,966,274,762,529,7,337,575,2439,2735,199,348,2014,1235,20141235,3,20141235,2,2,FALSE,3,3,4
132,24,7,499,187,869,1826,533,904,184,893,635,9,389,696,2325,2627,193,435,2014,1242,20141242,2,20141242,1,1,FALSE,2,2,2
76,20,5,495,95,755,1787,577,779,193,729,480,12,397,694,2103,2231,198,394,2014,1243,20141243,9,0,0,0,FALSE,9,1,1
25,24,7,391,212,901,1897,532,856,173,1020,696,10,498,646,2266,2581,162,415,2014,1246,20141246,8,20141246,5,5,FALSE,8,6,32
45,29,11,533,157,822,2075,738,983,274,838,552,5,466,663,2073,2792,344,350,2014,1257,20141257,4,20141257,2,2,FALSE,4,3,4
0,25,10,422,195,795,1786,559,805,205,998,661,7,408,772,2240,2476,265,453,2014,1264,20141264,13,0,0,0,FALSE,13,1,1
56,24,7,486,177,844,1895,501,872,174,758,517,8,390,628,2264,2435,218,433,2014,1269,20141269,6,0,0,0,FALSE,6,1,1
43,22,6,527,148,766,1830,498,869,167,731,477,9,393,559,2175,2382,268,415,2014,1272,20141272,8,20141272,1,1,FALSE,8,2,2
0,23,8,491,130,789,1771,659,826,256,660,485,8,340,592,2091,2393,192,378,2014,1273,20141273,14,20141273,1,1,FALSE,14,2,2
88,25,9,469,83,757,1776,711,845,280,637,485,8,292,480,2157,2455,169,310,2014,1276,20141276,2,20141276,3,3,FALSE,2,4,8
85,26,7,578,164,884,1953,700,927,274,655,454,8,376,642,2221,2582,236,389,2014,1277,20141277,4,20141277,3,3,FALSE,4,4,8
2,16,7,376,98,708,1863,797,821,284,694,514,16,322,600,2495,2440,229,384,2014,1291,20141291,16b,0,0,-1,TRUE,16,1,1
7,22,9,322,120,641,1479,401,744,140,617,465,6,256,512,1889,2093,172,278,2014,1295,20141295,12,20141295,1,1,FALSE,12,2,2
5,26,12,437,119,718,1631,479,741,156,828,601,5,355,623,1837,2239,238,353,2014,1300,20141300,14,0,0,0,FALSE,14,1,1
30,21,7,440,135,761,1947,502,893,152,709,469,13,406,636,2362,2407,162,354,2014,1301,20141301,12a,20141301,1,0,TRUE,12,1,1
39,19,8,297,92,761,1630,543,696,184,697,501,12,273,629,2011,2077,213,338,2014,1304,20141304,11,0,0,0,FALSE,11,1,1
42,27,10,510,170,908,1799,572,828,193,845,614,6,351,559,2190,2463,160,350,2014,1307,20141307,7,0,0,0,FALSE,7,1,1
10,25,9,442,211,859,1802,483,877,175,987,677,9,409,583,2295,2606,158,430,2014,1308,20141308,13,0,0,0,FALSE,13,1,1
67,23,8,498,153,822,1916,399,887,134,854,534,9,450,650,2210,2442,234,385,2014,1314,20141314,6,20141314,1,1,FALSE,6,2,2
57,25,7,409,153,816,1825,605,819,197,781,538,9,343,561,2032,2373,260,380,2014,1326,20141326,6,0,0,0,FALSE,6,1,1
87,23,6,469,105,825,1962,722,884,273,784,588,9,380,609,2428,2629,219,366,2014,1328,20141328,5,0,0,0,FALSE,5,1,1
51,21,5,450,158,848,1876,641,872,236,927,671,12,315,647,2280,2651,250,344,2014,1329,20141329,9,0,0,0,FALSE,9,1,1
44,23,8,462,108,752,1874,635,877,249,804,616,9,345,680,2368,2619,254,373,2014,1332,20141332,7,20141332,1,1,FALSE,7,2,2
25,25,7,531,102,814,1832,491,845,175,843,599,9,413,595,2120,2464,238,359,2014,1338,20141338,9,20141338,1,1,FALSE,9,2,2
33,23,7,464,165,829,1931,612,821,214,810,633,11,423,589,2364,2489,190,396,2014,1344,20141344,11,0,0,0,FALSE,11,1,1
39,27,10,290,154,741,1717,433,730,147,771,512,4,400,516,1793,2119,231,303,2014,1361,20141361,4,20141361,2,2,FALSE,4,3,4
0,29,11,509,98,639,1762,631,813,222,707,503,2,403,648,1954,2351,218,340,2014,1372,20141372,12,20141372,1,1,FALSE,12,2,2
53,24,9,464,152,868,1735,639,813,243,753,483,9,317,522,2209,2352,148,407,2014,1386,20141386,10,0,0,0,FALSE,10,1,1
46,25,6,437,131,798,1694,553,753,177,688,489,6,308,536,1916,2172,229,391,2014,1387,20141387,5,20141387,1,1,FALSE,5,2,2
49,21,7,389,140,831,1796,526,834,195,801,563,12,319,596,2265,2426,168,371,2014,1390,20141390,10,20141390,2,2,FALSE,10,3,4
72,27,5,382,158,706,1762,478,770,160,684,481,5,422,509,1904,2181,257,285,2014,1393,20141393,3,20141393,1,1,FALSE,3,2,2
