,Season,team,opp,result,team_seed,opp_seed,team_n_seed,opp_n_seed
1704,2015,1214,1246,0,Y16a,Y01,16,1
1705,2015,1261,1301,0,W09,W08,9,8
1706,2015,1217,1314,0,Z13,Z04,13,4
1707,2015,1318,1323,0,Y14,Y03,14,3
1708,2015,1433,1326,0,Z07,Z10,7,10
1709,2015,1235,1412,0,X03,X14,3,14
1710,2015,1374,1417,0,X06,X11,6,11
1711,2015,1372,1428,0,X12,X05,12,5
1712,2015,1248,1437,0,W16,W01,16,1
1713,2015,1279,1462,0,Z11b,Z06,11,6
1714,2015,1344,1173,0,W06,W11b,6,11
1715,2015,1352,1181,0,X16b,X01,16,1
1716,2015,1295,1211,0,X15,X02,15,2
1717,2015,1172,1234,0,X10,X07,10,7
1718,2015,1308,1242,0,Y15,Y02,15,2
1719,2015,1414,1257,0,W13,W04,13,4
1720,2015,1434,1268,0,Y13,Y04,13,4
1721,2015,1208,1277,0,W10,W07,10,7
1722,2015,1461,1320,0,W12,W05,12,5
1723,2015,1107,1328,0,W14,W03,14,3
1724,2015,1329,1332,0,Z09,Z08,9,8
1725,2015,1385,1361,0,X09,X08,9,8
1726,2015,1125,1438,0,W15,W02,15,2
1727,2015,1138,1452,0,Y12,Y05,12,5
1728,2015,1231,1455,0,Y10,Y07,10,7
1729,2015,1157,1458,0,Z16,Z01,16,1
1730,2015,1326,1112,0,Z10,Z02,10,2
1731,2015,1153,1246,0,Y08,Y01,8,1
1732,2015,1437,1301,0,W01,W08,1,8
1733,2015,1116,1314,0,Z05,Z04,5,4
1734,2015,1139,1323,0,Y06,Y03,6,3
1735,2015,1412,1417,0,X14,X11,14,11
1736,2015,1207,1428,0,X04,X05,4,5
1737,2015,1209,1462,0,Z14,Z06,14,6
1738,2015,1361,1181,0,X08,X01,8,1
1739,2015,1234,1211,0,X07,X02,7,2
1740,2015,1320,1257,0,W05,W04,5,4
1741,2015,1438,1277,0,W02,W07,2,7
1742,2015,1173,1328,0,W11b,W03,11,3
1743,2015,1268,1452,0,Y04,Y05,4,5
1744,2015,1242,1455,0,Y02,Y07,2,7
1745,2015,1332,1458,0,Z08,Z01,8,1
1746,2015,1462,1112,0,Z06,Z02,6,2
1747,2015,1452,1246,0,Y05,Y01,5,1
1748,2015,1455,1323,0,Y07,Y03,7,3
1749,2015,1314,1458,0,Z04,Z01,4,1
1750,2015,1428,1181,0,X05,X01,5,1
1751,2015,1417,1211,0,X11,X02,11,2
1752,2015,1301,1257,0,W08,W04,8,4
1753,2015,1328,1277,0,W03,W07,3,7
1754,2015,1323,1246,0,Y03,Y01,3,1
1755,2015,1112,1458,0,Z02,Z01,2,1
1756,2015,1211,1181,0,X02,X01,2,1
1757,2015,1257,1277,0,W04,W07,4,7
1758,2015,1277,1181,0,W07,X01,7,1
1759,2015,1246,1458,0,Y01,Z01,1,1
1760,2015,1458,1181,0,Z01,X01,1,1
1761,2016,1192,1195,0,W16a,W16b,16,16
1762,2016,1435,1455,0,Y11a,Y11b,11,11
1763,2016,1380,1221,0,Z16b,Z16a,16,16
1764,2016,1409,1276,0,W11b,W11a,11,11
1765,2016,1345,1114,0,X05,X12,5,12
1766,2016,1403,1139,0,X08,X09,8,9
1767,2016,1160,1163,0,Y08,Y09,8,9
1768,2016,1423,1181,0,Z13,Z04,13,4
1769,2016,1371,1211,0,X06,X11,6,11
1770,2016,1151,1231,0,W12,W05,12,5
1771,2016,1233,1235,0,X13,X04,13,4
1772,2016,1122,1242,0,Y16,Y01,16,1
1773,2016,1392,1246,0,W13,W04,13,4
1774,2016,1138,1274,0,Y14,Y03,14,3
1775,2016,1195,1314,0,W16b,W01,16,1
1776,2016,1425,1344,0,W08,W09,8,9
1777,2016,1201,1428,0,X14,X03,14,3
1778,2016,1214,1438,0,X16,X01,16,1
1779,2016,1112,1455,0,Y06,Y11b,6,11
1780,2016,1124,1463,0,Z05,Z12,5,12
1781,2016,1143,1218,0,Y04,Y13,4,13
1782,2016,1396,1234,0,Y10,Y07,10,7
1783,2016,1355,1268,0,Y12,Y05,12,5
1784,2016,1277,1292,0,X02,X15,2,15
1785,2016,1400,1320,0,Z06,Z11,6,11
1786,2016,1276,1323,0,W11a,W06,11,6
1787,2016,1167,1328,0,Z15,Z02,15,2
1788,2016,1221,1332,0,Z16a,Z01,16,1
1789,2016,1452,1372,0,W03,W14,3,14
1790,2016,1153,1386,0,Z09,Z08,9,8
1791,2016,1173,1393,0,X07,X10,7,10
1792,2016,1453,1401,0,Z14,Z03,14,3
1793,2016,1333,1433,0,Z07,Z10,7,10
1794,2016,1421,1437,0,Y15,Y02,15,2
1795,2016,1338,1458,0,W10,W07,10,7
1796,2016,1451,1462,0,W15,W02,15,2
1797,2016,1463,1181,0,Z12,Z04,12,4
1798,2016,1428,1211,0,X03,X11,3,11
1799,2016,1246,1231,0,W04,W05,4,5
1800,2016,1114,1235,0,X12,X04,12,4
1801,2016,1163,1242,0,Y09,Y01,9,1
1802,2016,1455,1274,0,Y11b,Y03,11,3
1803,2016,1344,1314,0,W09,W01,9,1
1804,2016,1139,1438,0,X09,X01,9,1
1805,2016,1218,1268,0,Y13,Y05,13,5
1806,2016,1372,1323,0,W14,W06,14,6
1807,2016,1433,1328,0,Z10,Z02,10,2
1808,2016,1386,1332,0,Z08,Z01,8,1
1809,2016,1292,1393,0,X15,X10,15,10
1810,2016,1320,1401,0,Z11,Z03,11,3
1811,2016,1234,1437,0,Y07,Y02,7,2
1812,2016,1462,1458,0,W02,W07,2,7
1813,2016,1268,1242,0,Y05,Y01,5,1
1814,2016,1401,1328,0,Z03,Z02,3,2
1815,2016,1181,1332,0,Z04,Z01,4,1
1816,2016,1274,1437,0,Y03,Y02,3,2
1817,2016,1231,1314,0,W05,W01,5,1
1818,2016,1458,1323,0,W07,W06,7,6
1819,2016,1211,1393,0,X11,X10,11,10
1820,2016,1235,1438,0,X04,X01,4,1
1821,2016,1332,1328,0,Z01,Z02,1,2
1822,2016,1242,1437,0,Y01,Y02,1,2
1823,2016,1323,1314,0,W06,W01,6,1
1824,2016,1438,1393,0,X01,X10,1,10
1825,2016,1393,1314,0,X10,W01,10,1
1826,2016,1328,1437,0,Z02,Y02,2,2
1827,2016,1314,1437,0,W01,Y02,1,2
