Season,Team,ELO
2000,1358,1589
2000,1386,1519
2000,1395,1646
2000,1399,1461
2000,1402,1350
2000,1403,1473
2000,1407,1394
2000,1410,1381
2000,1418,1696
2000,1422,1423
2000,1139,1751
2000,1253,1705
2000,1354,1523
2000,1456,1388
2000,1186,1542
2000,1251,1226
2000,1272,1650
2000,1317,1257
2000,1326,1848
2000,1346,1478
2000,1381,1443
2000,1444,1411
2000,1114,1167
2000,1169,1618
2000,1184,1112
2000,1284,1379
2000,1388,1272
2000,1426,1393
2000,1447,1312
2000,1460,1448
2000,1147,1301
2000,1189,1368
2000,1401,1414
2000,1441,1370
2000,1451,1556
2000,1183,1506
2000,1190,1425
2000,1193,1497
2000,1264,1354
2000,1436,1503
2000,1464,1308
2000,1111,1654
2000,1162,1365
2000,1335,1734
2000,1378,1610
2000,1135,1172
2000,1142,1330
2000,1161,1638
2000,1164,1449
2000,1168,1222
2000,1180,1454
2000,1237,1297
2000,1273,1336
2000,1282,1417
2000,1324,1467
2000,1372,1126
2000,1341,1136
2000,1117,1401
2000,1254,1277
2000,1318,1237
2000,1131,1286
2000,1287,1234
2000,1290,1184
2000,1443,1455
2000,1149,1237
2000,1313,1265
2000,1392,1250
2000,1105,1492
2000,1285,1604
2000,1156,1469
2000,1226,1296
2000,1102,1314
2000,1322,1505
2000,1411,1331
2000,1144,1354
2000,1361,1206
2000,1158,1650
2000,1209,1537
2000,1288,1110
2000,1291,1341
2000,1421,1397
2000,1106,1328
2000,1214,1444
2000,1270,1257
2000,1380,1436
2000,1151,1341
2000,1154,1255
2000,1416,1453
2000,1427,1419
2000,1172,1452
2000,1398,1285
2000,1404,1272
2000,1364,1485
2000,1115,1137
2000,1224,936
2000,1119,1154
2000,1175,1128
2000,1194,1048
2001,1242,1859
2001,1385,1603
2001,1314,1855
2001,1409,1710
2001,1417,1886
2001,1113,1568
2001,1143,1712
2001,1307,1634
2001,1396,1898
2001,1400,1849
2001,1181,2116
2001,1231,1819
2001,1375,1613
2001,1437,1697
2001,1102,1375
2001,1122,1567
2001,1448,1687
2001,1105,1447
2001,1116,1792
2001,1120,1686
2001,1131,1428
2001,1148,1337
2001,1150,1818
2001,1155,1470
2001,1156,1581
2001,1158,1544
2001,1163,1690
2001,1187,1379
2001,1192,1404
2001,1196,1917
2001,1198,1377
2001,1201,1791
2001,1207,1778
2001,1209,1747
2001,1210,1681
2001,1211,1829
2001,1220,1790
2001,1222,1486
2001,1228,1936
2001,1247,1500
2001,1257,1575
2001,1265,1506
2001,1278,1586
2001,1301,1570
2001,1310,1552
2001,1324,1385
2001,1326,1798
2001,1328,1888
2001,1332,1542
2001,1333,1458
2001,1338,1722
2001,1350,1715
2001,1356,1546
2001,1371,1655
2001,1378,1594
2001,1379,1724
2001,1382,1628
2001,1386,1797
2001,1395,1629
2001,1397,1737
2001,1399,1597
2001,1408,1344
2001,1414,1706
2001,1424,1593
2001,1428,1681
2001,1429,1763
2001,1435,1527
2001,1438,1740
2001,1447,1404
2001,1453,1424
2001,1456,1396
2001,1114,1440
2001,1117,1458
2001,1125,1347
2001,1139,1819
2001,1144,1223
2001,1153,1828
2001,1200,1366
2001,1203,1546
2001,1214,1644
2001,1239,1427
2001,1243,1539
2001,1248,1346
2001,1249,1293
2001,1256,1460
2001,1259,1227
2001,1269,1686
2001,1274,1711
2001,1279,1876
2001,1280,1674
2001,1283,1519
2001,1286,1362
2001,1305,1381
2001,1323,1731
2001,1331,1264
2001,1344,1711
2001,1348,1356
2001,1349,1457
2001,1365,1674
2001,1387,1635
2001,1391,1445
2001,1419,1400
2001,1420,1469
2001,1423,1648
2001,1425,1859
2001,1439,1410
2001,1443,1707
2001,1462,1667
2001,1464,1468
2001,1110,1258
2001,1130,1884
2001,1160,1518
2001,1169,1668
2001,1172,1448
2001,1182,1339
2001,1234,1815
2001,1277,1985
2001,1308,1572
2001,1337,1690
2001,1353,1515
2001,1354,1470
2001,1372,1213
2001,1393,1785
2001,1436,1428
2001,1104,1714
2001,1111,1318
2001,1166,1753
2001,1173,1683
2001,1174,1641
2001,1206,1606
2001,1241,1436
2001,1261,1586
2001,1266,1567
2001,1268,1933
2001,1273,1411
2001,1288,1179
2001,1298,1497
2001,1381,1675
2001,1398,1367
2001,1401,1452
2001,1450,1526
2001,1112,2022
2001,1132,1554
2001,1135,1489
2001,1137,1369
2001,1140,1768
2001,1141,1579
2001,1147,1227
2001,1221,1555
2001,1227,1439
2001,1233,1594
2001,1246,1927
2001,1253,1545
2001,1263,1492
2001,1264,1503
2001,1276,1504
2001,1304,1567
2001,1309,1480
2001,1322,1575
2001,1329,1711
2001,1351,1475
2001,1361,1488
2001,1362,1380
2001,1368,1179
2001,1373,1611
2001,1376,1657
2001,1412,1615
2001,1418,1535
2001,1431,1691
2001,1452,1652
2001,1455,1351
2001,1457,1522
2001,1460,1570
2001,1119,1246
2001,1123,1614
2001,1124,1668
2001,1170,1161
2001,1178,1691
2001,1281,1717
2001,1285,1370
2001,1321,1534
2001,1334,1531
2001,1336,1801
2001,1403,1415
2001,1433,1462
2001,1463,1306
2001,1208,1643
2001,1272,1641
2001,1390,1980
2001,1145,1580
2001,1176,1261
2001,1177,1459
2001,1186,1555
2001,1218,1731
2001,1235,1823
2001,1275,1598
2001,1360,1505
2001,1405,1646
2001,1410,1318
2001,1454,1560
2001,1103,1454
2001,1126,1212
2001,1133,1630
2001,1151,1444
2001,1161,1503
2001,1162,1376
2001,1164,1386
2001,1194,1195
2001,1199,1491
2001,1202,1288
2001,1216,1082
2001,1217,1368
2001,1219,1179
2001,1229,1615
2001,1232,1676
2001,1270,1642
2001,1284,1576
2001,1290,1444
2001,1306,1220
2001,1319,1422
2001,1345,1651
2001,1346,1168
2001,1369,1475
2001,1374,1540
2001,1389,1174
2001,1404,1268
2001,1421,1332
2001,1434,1620
2001,1449,1453
2001,1458,1732
2001,1189,1163
2001,1282,1372
2001,1347,1542
2001,1363,1544
2001,1179,1451
2001,1180,1456
2001,1183,1619
2001,1197,1103
2001,1254,1370
2001,1260,1296
2001,1267,1604
2001,1461,1667
2001,1251,1314
2001,1406,1294
2001,1152,1175
2001,1165,1162
2001,1191,1490
2001,1245,1736
2001,1313,1400
2001,1392,1394
2001,1440,1263
2001,1459,1352
2001,1129,1524
2001,1291,1208
2001,1320,1347
2001,1383,1509
2001,1407,1586
2001,1106,1543
2001,1318,1408
2001,1343,1562
2001,1107,1159
2001,1142,1270
2001,1157,1225
2001,1190,1545
2001,1193,1405
2001,1204,1474
2001,1224,1206
2001,1226,1452
2001,1237,1352
2001,1250,1308
2001,1299,1294
2001,1325,1634
2001,1359,1447
2001,1380,1261
2001,1384,1277
2001,1340,1352
2001,1422,1527
2001,1292,1164
2001,1138,1227
2001,1258,1295
2001,1293,1535
2001,1339,1307
2001,1175,1381
2001,1185,1160
2001,1287,1322
2001,1364,1452
2001,1352,1253
2001,1427,1409
2001,1441,1224
2001,1159,1304
2001,1311,1397
2001,1330,1438
2001,1402,1353
2001,1451,1417
2001,1416,1208
2001,1271,1293
2001,1108,1421
2001,1240,1276
2001,1444,1349
2001,1154,1410
2001,1184,1163
2001,1358,1404
2001,1171,1221
2001,1388,1100
2001,1225,1245
2001,1411,1173
2001,1426,1355
2001,1317,1114
2001,1115,1001
2001,1357,1260
2001,1212,1212
2001,1296,1247
2001,1335,1426
2001,1168,1195
2001,1341,1153
2001,1238,1245
2001,1149,1269
2001,1442,1227
2002,1112,1909
2002,1196,1756
2002,1268,2098
2002,1116,1636
2002,1177,1392
2002,1277,1763
2002,1328,2010
2002,1393,1614
2002,1448,1753
2002,1102,1391
2002,1104,1840
2002,1131,1591
2002,1201,1608
2002,1234,1669
2002,1272,1675
2002,1281,1801
2002,1330,1420
2002,1359,1407
2002,1425,1790
2002,1187,1454
2002,1258,1228
2002,1271,1221
2002,1301,1788
2002,1321,1579
2002,1363,1418
2002,1404,1309
2002,1459,1266
2002,1132,1681
2002,1143,1813
2002,1186,1517
2002,1203,1444
2002,1253,1528
2002,1332,1869
2002,1341,1249
2002,1433,1584
2002,1443,1827
2002,1120,1574
2002,1127,1247
2002,1135,1510
2002,1139,1715
2002,1145,1340
2002,1148,1721
2002,1150,1690
2002,1158,1557
2002,1162,1332
2002,1174,1510
2002,1175,1378
2002,1179,1535
2002,1189,1293
2002,1198,1281
2002,1208,1723
2002,1210,1693
2002,1214,1650
2002,1217,1425
2002,1218,1810
2002,1221,1541
2002,1224,1432
2002,1228,1880
2002,1229,1616
2002,1237,1464
2002,1243,1576
2002,1246,1838
2002,1265,1512
2002,1269,1518
2002,1276,1479
2002,1317,1461
2002,1319,1402
2002,1323,1777
2002,1329,1720
2002,1338,1913
2002,1344,1560
2002,1345,1512
2002,1349,1381
2002,1350,1688
2002,1353,1638
2002,1356,1764
2002,1361,1754
2002,1371,1500
2002,1383,1448
2002,1386,1652
2002,1395,1545
2002,1397,1690
2002,1403,1739
2002,1414,1599
2002,1427,1484
2002,1435,1622
2002,1438,1632
2002,1452,1359
2002,1103,1388
2002,1113,1602
2002,1140,1599
2002,1155,1459
2002,1159,1434
2002,1160,1538
2002,1180,1493
2002,1191,1342
2002,1206,1634
2002,1220,1387
2002,1248,1404
2002,1261,1715
2002,1266,1783
2002,1278,1677
2002,1280,1892
2002,1282,1513
2002,1284,1485
2002,1305,1553
2002,1308,1552
2002,1320,1413
2002,1334,1607
2002,1337,1731
2002,1339,1193
2002,1340,1401
2002,1379,1489
2002,1385,1680
2002,1389,1148
2002,1390,1810
2002,1406,1399
2002,1412,1488
2002,1418,1644
2002,1420,1535
2002,1423,1731
2002,1424,1757
2002,1429,1651
2002,1436,1486
2002,1439,1495
2002,1444,1540
2002,1449,1528
2002,1455,1469
2002,1460,1552
2002,1462,1868
2002,1130,1703
2002,1166,1751
2002,1173,1690
2002,1182,1421
2002,1211,1873
2002,1227,1607
2002,1231,1938
2002,1247,1584
2002,1257,1679
2002,1274,1746
2002,1279,1691
2002,1326,1800
2002,1358,1370
2002,1374,1513
2002,1463,1645
2002,1111,1334
2002,1123,1590
2002,1125,1327
2002,1133,1367
2002,1163,1958
2002,1164,1159
2002,1181,1984
2002,1235,1508
2002,1239,1404
2002,1275,1509
2002,1307,1570
2002,1310,1529
2002,1335,1751
2002,1357,1202
2002,1362,1442
2002,1373,1532
2002,1378,1595
2002,1401,1355
2002,1409,1795
2002,1410,1466
2002,1417,1778
2002,1422,1593
2002,1431,1363
2002,1461,1757
2002,1110,1473
2002,1119,1285
2002,1126,1282
2002,1153,1934
2002,1161,1485
2002,1172,1614
2002,1185,1200
2002,1219,1266
2002,1242,2020
2002,1304,1504
2002,1351,1509
2002,1382,1569
2002,1399,1644
2002,1408,1486
2002,1428,1674
2002,1442,1290
2002,1447,1518
2002,1117,1432
2002,1124,1472
2002,1138,1367
2002,1207,1734
2002,1226,1246
2002,1238,1222
2002,1292,1424
2002,1322,1375
2002,1336,1423
2002,1434,1717
2002,1437,1720
2002,1387,1581
2002,1400,1821
2002,1151,1476
2002,1199,1510
2002,1264,1518
2002,1407,1517
2002,1451,1470
2002,1114,1493
2002,1129,1517
2002,1141,1362
2002,1142,1416
2002,1144,1257
2002,1156,1418
2002,1157,1214
2002,1168,1191
2002,1171,1228
2002,1178,1615
2002,1183,1339
2002,1197,1212
2002,1200,1311
2002,1245,1934
2002,1260,1506
2002,1273,1240
2002,1283,1587
2002,1298,1233
2002,1309,1520
2002,1346,1442
2002,1348,1395
2002,1360,1529
2002,1364,1632
2002,1384,1156
2002,1398,1313
2002,1416,1481
2002,1450,1378
2002,1456,1343
2002,1324,1548
2002,1419,1554
2002,1137,1387
2002,1154,1433
2002,1202,1507
2002,1259,1198
2002,1325,1569
2002,1333,1468
2002,1347,1367
2002,1376,1723
2002,1209,1610
2002,1249,1441
2002,1331,1515
2002,1365,1488
2002,1372,1373
2002,1453,1377
2002,1106,1444
2002,1190,1599
2002,1285,1519
2002,1287,1493
2002,1290,1284
2002,1343,1607
2002,1375,1231
2002,1388,1327
2002,1194,1563
2002,1204,1494
2002,1222,1633
2002,1293,1582
2002,1352,1335
2002,1396,1702
2002,1122,1388
2002,1216,1349
2002,1147,1368
2002,1149,1311
2002,1152,1083
2002,1232,1315
2002,1256,1684
2002,1286,1572
2002,1296,1423
2002,1313,1261
2002,1421,1335
2002,1458,1764
2002,1314,1518
2002,1170,1187
2002,1267,1522
2002,1270,1701
2002,1299,1362
2002,1318,1232
2002,1354,1448
2002,1392,1252
2002,1405,1624
2002,1454,1517
2002,1107,1219
2002,1241,1433
2002,1426,1324
2002,1176,1256
2002,1233,1440
2002,1391,1317
2002,1212,1183
2002,1225,1328
2002,1250,1147
2002,1415,1299
2002,1441,1288
2002,1263,1347
2002,1381,1448
2002,1193,1444
2002,1440,1320
2002,1105,1448
2002,1108,1519
2002,1291,1060
2002,1411,1346
2002,1464,1208
2002,1240,1371
2002,1457,1497
2002,1402,1422
2002,1165,1215
2002,1169,1502
2002,1306,1270
2002,1368,1194
2002,1380,1215
2002,1192,1107
2002,1369,1246
2002,1251,1074
2002,1288,1095
2002,1289,1201
2002,1184,1144
2002,1254,1233
2002,1115,1004
2002,1311,1110
2003,1104,1649
2003,1272,1781
2003,1266,1966
2003,1296,1583
2003,1400,1926
2003,1458,1867
2003,1161,1691
2003,1186,1515
2003,1194,1231
2003,1166,1812
2003,1202,1432
2003,1237,1591
2003,1323,1772
2003,1125,1498
2003,1156,1276
2003,1183,1448
2003,1314,1691
2003,1353,1537
2003,1390,1815
2003,1426,1478
2003,1462,1884
2003,1196,1806
2003,1242,2005
2003,1422,1203
2003,1304,1509
2003,1113,1736
2003,1116,1528
2003,1117,1448
2003,1120,1765
2003,1122,1672
2003,1123,1453
2003,1133,1433
2003,1139,1819
2003,1140,1747
2003,1141,1801
2003,1148,1392
2003,1150,1573
2003,1151,1579
2003,1157,1283
2003,1158,1651
2003,1160,1728
2003,1165,1249
2003,1179,1322
2003,1187,1423
2003,1191,1423
2003,1200,1160
2003,1207,1612
2003,1211,1747
2003,1217,1286
2003,1218,1610
2003,1219,1209
2003,1232,1264
2003,1241,1440
2003,1247,1455
2003,1250,1339
2003,1258,1372
2003,1261,1761
2003,1265,1451
2003,1267,1467
2003,1277,1851
2003,1281,1807
2003,1298,1230
2003,1301,1720
2003,1308,1621
2003,1317,1246
2003,1320,1423
2003,1321,1530
2003,1328,1956
2003,1329,1729
2003,1340,1240
2003,1343,1551
2003,1345,1712
2003,1348,1605
2003,1349,1590
2003,1350,1572
2003,1352,1310
2003,1365,1384
2003,1373,1598
2003,1375,1425
2003,1379,1494
2003,1382,1550
2003,1384,1346
2003,1394,1401
2003,1395,1414
2003,1397,1710
2003,1403,1731
2003,1404,1338
2003,1412,1688
2003,1425,1612
2003,1427,1340
2003,1428,1812
2003,1435,1535
2003,1436,1561
2003,1437,1536
2003,1438,1560
2003,1451,1758
2003,1452,1540
2003,1112,1962
2003,1124,1590
2003,1127,1374
2003,1131,1557
2003,1143,1761
2003,1145,1316
2003,1153,1648
2003,1163,1842
2003,1177,1583
2003,1178,1627
2003,1181,1891
2003,1185,1432
2003,1198,1282
2003,1208,1881
2003,1209,1453
2003,1210,1610
2003,1225,1407
2003,1226,1438
2003,1233,1498
2003,1240,1520
2003,1257,1815
2003,1259,1126
2003,1273,1633
2003,1274,1474
2003,1319,1419
2003,1335,1758
2003,1338,1937
2003,1341,1438
2003,1344,1695
2003,1351,1371
2003,1360,1673
2003,1371,1709
2003,1386,1727
2003,1392,1299
2003,1409,1781
2003,1418,1626
2003,1420,1202
2003,1429,1637
2003,1440,1343
2003,1442,1157
2003,1444,1598
2003,1450,1392
2003,1453,1295
2003,1455,1588
2003,1460,1350
2003,1461,1646
2003,1114,1535
2003,1138,1260
2003,1155,1550
2003,1169,1459
2003,1173,1851
2003,1199,1598
2003,1204,1464
2003,1227,1666
2003,1228,1873
2003,1234,1585
2003,1268,1822
2003,1278,1605
2003,1286,1337
2003,1332,1757
2003,1334,1343
2003,1347,1347
2003,1356,1769
2003,1364,1592
2003,1374,1613
2003,1376,1589
2003,1380,1147
2003,1393,2034
2003,1401,1564
2003,1405,1481
2003,1424,1751
2003,1439,1446
2003,1111,1468
2003,1180,1618
2003,1182,1341
2003,1192,1357
2003,1214,1459
2003,1231,1722
2003,1239,1402
2003,1243,1521
2003,1246,2066
2003,1260,1534
2003,1264,1690
2003,1280,1793
2003,1307,1484
2003,1326,1748
2003,1359,1425
2003,1383,1479
2003,1406,1143
2003,1407,1713
2003,1416,1570
2003,1102,1479
2003,1108,1375
2003,1129,1441
2003,1130,1738
2003,1137,1392
2003,1147,1345
2003,1159,1425
2003,1216,1463
2003,1221,1715
2003,1224,1378
2003,1251,1326
2003,1283,1586
2003,1285,1412
2003,1305,1634
2003,1313,1316
2003,1324,1510
2003,1330,1422
2003,1331,1464
2003,1378,1538
2003,1385,1663
2003,1423,1752
2003,1434,1620
2003,1443,1766
2003,1447,1582
2003,1454,1719
2003,1172,1515
2003,1270,1440
2003,1279,1588
2003,1292,1567
2003,1309,1399
2003,1339,1361
2003,1389,1347
2003,1448,1846
2003,1457,1509
2003,1369,1273
2003,1408,1564
2003,1410,1182
2003,1201,1634
2003,1203,1494
2003,1235,1610
2003,1388,1493
2003,1402,1408
2003,1103,1500
2003,1135,1612
2003,1144,1118
2003,1149,1341
2003,1176,1521
2003,1189,1385
2003,1197,1460
2003,1220,1361
2003,1236,1363
2003,1245,1630
2003,1249,1376
2003,1291,1285
2003,1318,1409
2003,1346,1451
2003,1358,1650
2003,1361,1588
2003,1363,1282
2003,1381,1334
2003,1387,1719
2003,1414,1611
2003,1464,1273
2003,1119,1080
2003,1174,1499
2003,1399,1587
2003,1463,1470
2003,1128,1523
2003,1168,1369
2003,1193,1588
2003,1206,1544
2003,1325,1563
2003,1333,1505
2003,1337,1505
2003,1362,1571
2003,1421,1457
2003,1459,1370
2003,1110,1493
2003,1126,1186
2003,1171,1252
2003,1411,1398
2003,1433,1605
2003,1132,1478
2003,1170,1390
2003,1184,1273
2003,1222,1414
2003,1275,1472
2003,1106,1296
2003,1154,1181
2003,1252,1250
2003,1310,1604
2003,1449,1500
2003,1162,1050
2003,1164,1345
2003,1175,1452
2003,1190,1628
2003,1238,1283
2003,1284,1409
2003,1287,1570
2003,1293,1488
2003,1354,1565
2003,1456,1402
2003,1254,1244
2003,1306,1185
2003,1417,1625
2003,1105,1148
2003,1107,1196
2003,1263,1375
2003,1276,1650
2003,1396,1753
2003,1212,1283
2003,1269,1456
2003,1311,1033
2003,1336,1421
2003,1372,1540
2003,1419,1372
2003,1142,1531
2003,1229,1404
2003,1398,1053
2003,1248,1355
2003,1288,1160
2003,1152,1047
2003,1256,1451
2003,1282,1407
2003,1431,1275
2003,1368,1378
2003,1391,1239
2003,1322,1231
2003,1290,1420
2003,1441,1296
2003,1357,1261
2003,1415,1268
2003,1205,1220
2003,1366,1119
2003,1271,1158
2003,1253,1261
2003,1289,1101
2003,1115,1127
2003,1299,1053
2004,1266,1657
2004,1448,1811
2004,1338,1960
2004,1386,1948
2004,1227,1768
2004,1273,1362
2004,1324,1397
2004,1462,1930
2004,1306,1300
2004,1325,1394
2004,1414,1326
2004,1120,1612
2004,1163,2077
2004,1164,1440
2004,1225,1505
2004,1278,1520
2004,1283,1615
2004,1305,1859
2004,1350,1695
2004,1362,1511
2004,1376,1708
2004,1400,1886
2004,1428,1784
2004,1205,1273
2004,1210,1967
2004,1220,1498
2004,1269,1394
2004,1290,1539
2004,1403,1772
2004,1404,1300
2004,1450,1534
2004,1104,1858
2004,1116,1521
2004,1117,1480
2004,1119,1102
2004,1129,1711
2004,1133,1510
2004,1140,1769
2004,1142,1371
2004,1145,1300
2004,1155,1513
2004,1158,1542
2004,1160,1722
2004,1173,1720
2004,1174,1520
2004,1177,1808
2004,1190,1744
2004,1193,1561
2004,1199,1628
2004,1203,1676
2004,1206,1668
2004,1207,1463
2004,1208,1751
2004,1211,1890
2004,1224,1076
2004,1231,1593
2004,1240,1400
2004,1242,1892
2004,1243,1585
2004,1246,1979
2004,1254,1197
2004,1258,1470
2004,1261,1666
2004,1275,1615
2004,1276,1692
2004,1277,1760
2004,1284,1524
2004,1286,1372
2004,1301,1797
2004,1319,1416
2004,1320,1738
2004,1328,1729
2004,1329,2034
2004,1331,1467
2004,1332,1650
2004,1334,1790
2004,1343,1650
2004,1348,1622
2004,1349,1663
2004,1351,1433
2004,1361,1509
2004,1364,1471
2004,1369,1252
2004,1373,1533
2004,1378,1326
2004,1379,1491
2004,1382,1344
2004,1387,1724
2004,1388,1629
2004,1392,1298
2004,1397,1671
2004,1405,1609
2004,1406,1281
2004,1420,1137
2004,1423,1532
2004,1424,1678
2004,1433,1722
2004,1435,1837
2004,1437,1638
2004,1444,1762
2004,1449,1771
2004,1455,1651
2004,1458,1904
2004,1102,1705
2004,1106,1471
2004,1113,1451
2004,1124,1406
2004,1130,1852
2004,1153,1877
2004,1157,1340
2004,1166,1630
2004,1181,1978
2004,1187,1525
2004,1214,1312
2004,1221,1423
2004,1226,1382
2004,1228,1922
2004,1238,1244
2004,1241,1260
2004,1268,1860
2004,1272,1782
2004,1280,1899
2004,1293,1715
2004,1296,1368
2004,1304,1612
2004,1309,1555
2004,1310,1637
2004,1314,1765
2004,1333,1526
2004,1344,1730
2004,1353,1604
2004,1354,1453
2004,1356,1768
2004,1371,1755
2004,1374,1459
2004,1390,1956
2004,1395,1560
2004,1409,1397
2004,1427,1561
2004,1439,1660
2004,1454,1627
2004,1463,1366
2004,1127,1418
2004,1185,1415
2004,1198,1175
2004,1229,1430
2004,1232,1312
2004,1234,1639
2004,1274,1487
2004,1321,1618
2004,1345,1562
2004,1438,1708
2004,1456,1248
2004,1111,1262
2004,1112,1702
2004,1125,1608
2004,1128,1536
2004,1150,1716
2004,1151,1597
2004,1178,1606
2004,1216,1347
2004,1218,1580
2004,1233,1425
2004,1237,1524
2004,1248,1380
2004,1263,1532
2004,1264,1775
2004,1308,1445
2004,1323,1763
2004,1335,1568
2004,1337,1575
2004,1347,1260
2004,1401,1315
2004,1412,1814
2004,1452,1606
2004,1123,1493
2004,1135,1472
2004,1139,1581
2004,1156,1099
2004,1159,1398
2004,1182,1500
2004,1196,1804
2004,1245,1643
2004,1250,1478
2004,1256,1507
2004,1279,1575
2004,1288,1228
2004,1318,1512
2004,1326,1563
2004,1339,1365
2004,1357,1307
2004,1372,1488
2004,1394,1432
2004,1408,1444
2004,1422,1340
2004,1429,1759
2004,1461,1505
2004,1143,1567
2004,1186,1583
2004,1336,1366
2004,1365,1485
2004,1251,1524
2004,1204,1519
2004,1235,1657
2004,1360,1221
2004,1381,1308
2004,1416,1723
2004,1103,1410
2004,1105,1306
2004,1148,1447
2004,1161,1540
2004,1165,1253
2004,1170,1407
2004,1176,1412
2004,1180,1605
2004,1192,1435
2004,1249,1210
2004,1267,1485
2004,1281,1710
2004,1282,1465
2004,1285,1342
2004,1346,1238
2004,1383,1417
2004,1385,1438
2004,1389,1513
2004,1417,1453
2004,1426,1495
2004,1431,1716
2004,1453,1507
2004,1464,1300
2004,1141,1317
2004,1375,1420
2004,1393,1887
2004,1407,1750
2004,1425,1587
2004,1122,1671
2004,1131,1706
2004,1168,1395
2004,1194,1200
2004,1209,1599
2004,1110,1502
2004,1114,1546
2004,1147,1447
2004,1162,1324
2004,1175,1351
2004,1179,1435
2004,1200,1299
2004,1219,1426
2004,1260,1342
2004,1399,1364
2004,1451,1490
2004,1457,1432
2004,1138,1611
2004,1169,1519
2004,1172,1613
2004,1247,1393
2004,1287,1489
2004,1380,1280
2004,1189,1406
2004,1257,1703
2004,1265,1231
2004,1292,1558
2004,1330,1542
2004,1107,1144
2004,1359,1333
2004,1436,1615
2004,1202,1507
2004,1222,1378
2004,1239,1392
2004,1313,1306
2004,1363,1244
2004,1368,1439
2004,1384,1392
2004,1396,1645
2004,1402,1272
2004,1410,1469
2004,1441,1314
2004,1460,1453
2004,1307,1508
2004,1366,1161
2004,1434,1618
2004,1317,1426
2004,1201,1547
2004,1236,1129
2004,1311,1049
2004,1108,1309
2004,1191,1363
2004,1291,1377
2004,1340,1312
2004,1352,1355
2004,1411,1275
2004,1419,1300
2004,1443,1528
2004,1459,1277
2004,1358,1344
2004,1415,1400
2004,1418,1686
2004,1171,1047
2004,1197,1447
2004,1442,1108
2004,1132,1467
2004,1184,1416
2004,1447,1413
2004,1253,1187
2004,1137,1433
2004,1252,1183
2004,1149,1183
2004,1217,1181
2004,1270,1398
2004,1154,1186
2004,1298,1129
2004,1421,1313
2004,1212,1280
2004,1152,1433
2004,1183,1230
2004,1322,1262
2004,1398,1228
2004,1440,1159
2004,1126,1173
2004,1271,1173
2004,1341,1207
2004,1391,1390
2004,1115,976
2004,1144,1104
2004,1299,1041
2004,1259,1042
2005,1128,1418
2005,1143,1559
2005,1206,1520
2005,1272,1699
2005,1280,1755
2005,1343,1463
2005,1388,1753
2005,1393,1870
2005,1137,1681
2005,1193,1453
2005,1307,1806
2005,1365,1533
2005,1415,1257
2005,1182,1358
2005,1236,1266
2005,1102,1602
2005,1229,1520
2005,1266,1595
2005,1279,1554
2005,1160,1574
2005,1166,1765
2005,1222,1569
2005,1233,1484
2005,1276,1465
2005,1281,1680
2005,1326,1675
2005,1336,1308
2005,1352,1377
2005,1354,1455
2005,1433,1649
2005,1448,1890
2005,1112,1950
2005,1240,1156
2005,1319,1270
2005,1335,1662
2005,1344,1619
2005,1358,1467
2005,1406,1128
2005,1460,1451
2005,1187,1404
2005,1189,1357
2005,1301,1826
2005,1333,1667
2005,1192,1548
2005,1337,1564
2005,1429,1748
2005,1104,1800
2005,1107,1358
2005,1116,1571
2005,1120,1591
2005,1122,1423
2005,1129,1573
2005,1130,1823
2005,1133,1447
2005,1148,1327
2005,1150,1706
2005,1153,1795
2005,1155,1667
2005,1158,1537
2005,1162,1220
2005,1172,1694
2005,1179,1550
2005,1191,1360
2005,1196,1929
2005,1198,1465
2005,1199,1509
2005,1201,1489
2005,1202,1440
2005,1210,1824
2005,1211,1899
2005,1228,2096
2005,1232,1470
2005,1234,1701
2005,1242,1786
2005,1245,1625
2005,1261,1801
2005,1265,1261
2005,1268,1647
2005,1275,1643
2005,1277,1934
2005,1287,1301
2005,1306,1273
2005,1308,1214
2005,1309,1446
2005,1321,1631
2005,1323,1667
2005,1329,1918
2005,1332,1597
2005,1347,1315
2005,1348,1337
2005,1350,1537
2005,1359,1352
2005,1364,1378
2005,1384,1340
2005,1390,1728
2005,1395,1613
2005,1400,1711
2005,1401,1682
2005,1403,1852
2005,1418,1676
2005,1420,1305
2005,1423,1598
2005,1428,1870
2005,1435,1669
2005,1438,1607
2005,1439,1664
2005,1443,1613
2005,1450,1569
2005,1451,1445
2005,1456,1287
2005,1461,1537
2005,1462,1648
2005,1117,1474
2005,1127,1434
2005,1154,1198
2005,1163,1886
2005,1168,1601
2005,1177,1672
2005,1178,1505
2005,1181,1943
2005,1185,1301
2005,1200,1465
2005,1203,1740
2005,1209,1439
2005,1221,1677
2005,1241,1197
2005,1246,1942
2005,1248,1298
2005,1258,1397
2005,1260,1514
2005,1274,1613
2005,1291,1174
2005,1310,1617
2005,1318,1656
2005,1328,1840
2005,1330,1736
2005,1334,1867
2005,1338,1794
2005,1339,1448
2005,1368,1614
2005,1378,1568
2005,1385,1491
2005,1416,1643
2005,1417,1722
2005,1452,1892
2005,1453,1438
2005,1454,1832
2005,1455,1643
2005,1457,1696
2005,1458,1911
2005,1463,1384
2005,1113,1586
2005,1184,1600
2005,1214,1478
2005,1220,1671
2005,1254,1377
2005,1256,1485
2005,1278,1731
2005,1298,1269
2005,1305,1821
2005,1376,1597
2005,1409,1390
2005,1431,1779
2005,1126,1246
