	index	StrengthPoints	Wins	Wins last 40 days	ast	blk	dr	fga	fga3	fgm	fgm3	fta	ftm	losses	or	pf	points_against	points_for	stl	to	Season	TeamID
3761	20141141	0.0	8.0	3.0	329.0	33.0	575.0	1619.0	728.0	683.0	230.0	601.0	422.0	21.0	299.0	535.0	2195.0	2018.0	199.0	318.0	2014	1141
3762	20141142	0.0	11.0	5.0	341.0	80.0	622.0	1615.0	567.0	652.0	190.0	533.0	366.0	19.0	322.0	564.0	1942.0	1860.0	166.0	269.0	2014	1142
3763	20141143	42.0	19.0	4.0	480.0	148.0	812.0	1855.0	527.0	837.0	180.0	679.0	462.0	13.0	338.0	549.0	2224.0	2316.0	173.0	325.0	2014	1143
3764	20141144	0.0	9.0	1.0	380.0	116.0	600.0	1529.0	698.0	662.0	245.0	419.0	286.0	19.0	295.0	509.0	2043.0	1855.0	155.0	367.0	2014	1144
3765	20141145	0.0	21.0	5.0	407.0	121.0	714.0	1867.0	668.0	852.0	256.0	715.0	532.0	11.0	358.0	572.0	2376.0	2492.0	225.0	368.0	2014	1145
3766	20141146	0.0	6.0	3.0	324.0	127.0	594.0	1593.0	477.0	698.0	175.0	608.0	364.0	21.0	288.0	587.0	2224.0	1935.0	208.0	404.0	2014	1146
3767	20141148	0.0	10.0	5.0	370.0	140.0	697.0	1726.0	490.0	749.0	164.0	511.0	370.0	19.0	302.0	545.0	2236.0	2032.0	196.0	410.0	2014	1148
3768	20141149	5.0	9.0	3.0	339.0	66.0	671.0	1613.0	673.0	703.0	249.0	562.0	406.0	18.0	299.0	505.0	2048.0	2061.0	166.0	303.0	2014	1149
3769	20141150	27.0	17.0	3.0	420.0	78.0	807.0	1771.0	523.0	788.0	186.0	699.0	453.0	14.0	380.0	569.0	2221.0	2215.0	188.0	457.0	2014	1150
3770	20141151	4.0	15.0	3.0	321.0	140.0	683.0	1650.0	562.0	697.0	183.0	746.0	533.0	14.0	369.0	550.0	2185.0	2110.0	184.0	384.0	2014	1151
3771	20141152	4.0	11.0	4.0	333.0	81.0	627.0	1770.0	627.0	724.0	209.0	598.0	408.0	19.0	312.0	694.0	2306.0	2065.0	253.0	363.0	2014	1152
3772	20141153	63.0	27.0	6.0	420.0	182.0	749.0	1836.0	573.0	784.0	192.0	717.0	508.0	6.0	441.0	576.0	1925.0	2268.0	262.0	366.0	2014	1153
3773	20141154	0.0	4.0	3.0	367.0	84.0	683.0	1553.0	482.0	655.0	172.0	535.0	381.0	25.0	263.0	542.0	2178.0	1863.0	113.0	367.0	2014	1154
3774	20141155	20.0	20.0	5.0	324.0	189.0	770.0	1677.0	544.0	701.0	165.0	624.0	460.0	12.0	371.0	509.0	1855.0	2027.0	154.0	353.0	2014	1155
3775	20141156	4.0	19.0	6.0	408.0	102.0	697.0	1605.0	545.0	740.0	222.0	615.0	460.0	11.0	312.0	602.0	2008.0	2162.0	175.0	381.0	2014	1156
3776	20141157	0.0	18.0	8.0	298.0	84.0	784.0	1724.0	537.0	740.0	172.0	670.0	464.0	12.0	381.0	598.0	2071.0	2116.0	186.0	423.0	2014	1157
3777	20141158	0.0	13.0	2.0	310.0	129.0	795.0	1659.0	592.0	683.0	204.0	571.0	378.0	18.0	375.0	578.0	1952.0	1948.0	144.0	398.0	2014	1158
3778	20141159	3.0	12.0	5.0	417.0	67.0	704.0	1562.0	626.0	756.0	251.0	439.0	316.0	18.0	209.0	515.0	2032.0	2079.0	137.0	346.0	2014	1159
3779	20141160	44.0	23.0	7.0	392.0	115.0	882.0	1829.0	553.0	799.0	177.0	885.0	634.0	11.0	394.0	564.0	2310.0	2409.0	205.0	449.0	2014	1160
3780	20141161	5.0	14.0	4.0	362.0	96.0	726.0	1686.0	491.0	701.0	155.0	803.0	582.0	16.0	383.0	554.0	2105.0	2139.0	147.0	277.0	2014	1161
3781	20141162	2.0	18.0	6.0	350.0	83.0	735.0	1450.0	605.0	640.0	228.0	657.0	505.0	12.0	244.0	570.0	1889.0	2013.0	151.0	366.0	2014	1162
3782	20141163	72.0	26.0	9.0	428.0	211.0	860.0	1849.0	625.0	829.0	242.0	714.0	543.0	8.0	343.0	621.0	2146.0	2443.0	237.0	397.0	2014	1163
3783	20141164	0.0	11.0	4.0	356.0	67.0	678.0	1778.0	710.0	690.0	230.0	715.0	525.0	20.0	355.0	524.0	2324.0	2135.0	177.0	364.0	2014	1164
3784	20141165	0.0	1.0	1.0	282.0	73.0	563.0	1530.0	592.0	622.0	186.0	432.0	288.0	26.0	278.0	560.0	2140.0	1718.0	113.0	325.0	2014	1165
3785	20141166	70.0	26.0	8.0	585.0	46.0	855.0	1818.0	812.0	907.0	342.0	624.0	469.0	7.0	279.0	582.0	2225.0	2625.0	135.0	328.0	2014	1166
3786	20141167	0.0	12.0	4.0	364.0	109.0	701.0	1686.0	546.0	729.0	211.0	653.0	449.0	19.0	366.0	688.0	2136.0	2118.0	200.0	432.0	2014	1167
3787	20141168	2.0	11.0	4.0	343.0	58.0	721.0	1726.0	577.0	734.0	191.0	658.0	433.0	20.0	325.0	604.0	2215.0	2092.0	145.0	370.0	2014	1168
3788	20141169	0.0	15.0	6.0	435.0	85.0	806.0	1839.0	387.0	828.0	141.0	897.0	709.0	18.0	361.0	679.0	2559.0	2506.0	222.0	425.0	2014	1169
3789	20141170	1.0	12.0	6.0	360.0	36.0	604.0	1498.0	462.0	677.0	171.0	526.0	387.0	16.0	264.0	585.0	1982.0	1912.0	146.0	317.0	2014	1170
3790	20141171	0.0	10.0	3.0	310.0	73.0	562.0	1394.0	423.0	605.0	161.0	506.0	343.0	16.0	278.0	523.0	1756.0	1714.0	146.0	312.0	2014	1171
3791	20141172	4.0	19.0	8.0	417.0	54.0	712.0	1747.0	678.0	831.0	258.0	684.0	489.0	12.0	299.0	621.0	2256.0	2409.0	161.0	354.0	2014	1172
3792	20141173	40.0	23.0	9.0	431.0	86.0	781.0	1817.0	574.0	847.0	217.0	750.0	511.0	10.0	384.0	662.0	2232.0	2422.0	192.0	396.0	2014	1173
3793	20141174	1.0	25.0	8.0	370.0	122.0	862.0	2053.0	707.0	916.0	244.0	886.0	628.0	9.0	378.0	641.0	2555.0	2704.0	204.0	326.0	2014	1174
3794	20141175	0.0	7.0	5.0	322.0	100.0	581.0	1397.0	434.0	578.0	137.0	540.0	375.0	21.0	263.0	505.0	1851.0	1668.0	140.0	335.0	2014	1175
3795	20141176	5.0	15.0	5.0	444.0	97.0	561.0	1476.0	633.0	680.0	243.0	512.0	363.0	15.0	218.0	605.0	1928.0	1966.0	211.0	300.0	2014	1176
3796	20141177	2.0	12.0	2.0	359.0	139.0	713.0	1848.0	580.0	782.0	195.0	776.0	531.0	21.0	406.0	713.0	2487.0	2290.0	221.0	444.0	2014	1177
3797	20141178	2.0	11.0	3.0	330.0	127.0	711.0	1735.0	546.0	711.0	168.0	668.0	486.0	19.0	362.0	654.0	2166.0	2076.0	215.0	383.0	2014	1178
3798	20141179	4.0	14.0	3.0	370.0	64.0	715.0	1531.0	584.0	681.0	232.0	585.0	418.0	16.0	253.0	555.0	2066.0	2012.0	158.0	365.0	2014	1179
3799	20141180	4.0	16.0	4.0	353.0	117.0	756.0	1707.0	491.0	718.0	154.0	669.0	474.0	14.0	315.0	638.0	2020.0	2064.0	137.0	255.0	2014	1180
3800	20141181	87.0	26.0	8.0	494.0	104.0	764.0	1958.0	764.0	907.0	301.0	770.0	559.0	8.0	408.0	659.0	2281.0	2674.0	238.0	322.0	2014	1181
3801	20141182	13.0	13.0	3.0	457.0	83.0	737.0	1699.0	600.0	751.0	218.0	717.0	480.0	17.0	323.0	540.0	2211.0	2200.0	175.0	331.0	2014	1182
3802	20141183	0.0	9.0	3.0	333.0	125.0	625.0	1484.0	438.0	645.0	140.0	620.0	444.0	19.0	285.0	546.0	2079.0	1874.0	154.0	380.0	2014	1183
3803	20141184	0.0	22.0	7.0	435.0	54.0	584.0	1633.0	717.0	792.0	277.0	714.0	538.0	9.0	213.0	652.0	2230.0	2399.0	248.0	334.0	2014	1184
3804	20141185	3.0	18.0	9.0	329.0	190.0	766.0	1735.0	534.0	686.0	158.0	757.0	515.0	14.0	372.0	602.0	1998.0	2045.0	260.0	383.0	2014	1185
3805	20141186	0.0	13.0	6.0	375.0	122.0	743.0	1663.0	631.0	746.0	235.0	672.0	466.0	16.0	306.0	579.0	2227.0	2193.0	128.0	356.0	2014	1186
3806	20141187	0.0	13.0	5.0	372.0	83.0	652.0	1541.0	672.0	668.0	251.0	643.0	466.0	16.0	285.0	521.0	2089.0	2053.0	177.0	349.0	2014	1187
3807	20141188	2.0	9.0	3.0	388.0	86.0	613.0	1599.0	550.0	735.0	204.0	606.0	411.0	20.0	284.0	593.0	2238.0	2085.0	189.0	402.0	2014	1188
3808	20141189	0.0	16.0	6.0	382.0	80.0	702.0	1599.0	614.0	724.0	223.0	572.0	407.0	13.0	258.0	530.0	2064.0	2078.0	139.0	344.0	2014	1189
3809	20141190	5.0	17.0	6.0	387.0	94.0	782.0	1848.0	690.0	788.0	250.0	806.0	599.0	15.0	324.0	640.0	2427.0	2425.0	247.0	382.0	2014	1190
3810	20141191	3.0	12.0	4.0	439.0	116.0	733.0	1567.0	374.0	715.0	132.0	770.0	550.0	19.0	259.0	586.0	2246.0	2112.0	158.0	398.0	2014	1191
3811	20141192	1.0	9.0	2.0	301.0	119.0	613.0	1645.0	585.0	682.0	205.0	587.0	423.0	20.0	312.0	617.0	2200.0	1992.0	192.0	343.0	2014	1192
3812	20141193	4.0	7.0	3.0	360.0	117.0	778.0	1753.0	660.0	697.0	220.0	607.0	416.0	25.0	356.0	734.0	2240.0	2030.0	141.0	469.0	2014	1193
3813	20141194	5.0	8.0	2.0	340.0	137.0	710.0	1642.0	578.0	688.0	189.0	595.0	388.0	22.0	358.0	558.0	2094.0	1953.0	141.0	383.0	2014	1194
3814	20141195	3.0	20.0	8.0	398.0	112.0	844.0	1800.0	549.0	835.0	175.0	661.0	455.0	12.0	323.0	575.0	2170.0	2300.0	183.0	417.0	2014	1195
3815	20141196	69.0	32.0	12.0	454.0	97.0	816.0	1794.0	633.0	829.0	233.0	778.0	514.0	2.0	397.0	551.0	1970.0	2405.0	245.0	385.0	2014	1196
3816	20141197	3.0	12.0	5.0	320.0	124.0	717.0	1872.0	597.0	735.0	193.0	635.0	414.0	18.0	445.0	728.0	2219.0	2077.0	216.0	440.0	2014	1197
3817	20141198	1.0	13.0	4.0	288.0	109.0	666.0	1503.0	438.0	660.0	137.0	645.0	434.0	15.0	319.0	509.0	1998.0	1891.0	191.0	385.0	2014	1198
3818	20141199	31.0	19.0	6.0	350.0	172.0	763.0	1674.0	447.0	778.0	165.0	736.0	532.0	13.0	348.0	579.0	2107.0	2253.0	191.0	447.0	2014	1199
3819	20141200	4.0	10.0	1.0	379.0	126.0	704.0	1942.0	719.0	764.0	220.0	649.0	476.0	21.0	448.0	616.0	2419.0	2224.0	207.0	353.0	2014	1200
3820	20141201	1.0	15.0	8.0	374.0	120.0	736.0	1748.0	672.0	745.0	242.0	679.0	491.0	16.0	285.0	606.0	2254.0	2223.0	193.0	293.0	2014	1201
3821	20141202	0.0	7.0	2.0	245.0	80.0	591.0	1361.0	423.0	596.0	137.0	553.0	378.0	20.0	227.0	448.0	1978.0	1707.0	124.0	368.0	2014	1202
3822	20141203	48.0	24.0	7.0	453.0	133.0	818.0	1756.0	502.0	814.0	185.0	820.0	536.0	8.0	378.0	579.0	2140.0	2349.0	226.0	418.0	2014	1203
3823	20141204	0.0	12.0	4.0	276.0	52.0	735.0	1736.0	640.0	741.0	211.0	641.0	424.0	19.0	338.0	534.0	2205.0	2117.0	191.0	371.0	2014	1204
3824	20141205	0.0	15.0	6.0	426.0	91.0	686.0	1725.0	464.0	746.0	151.0	710.0	494.0	15.0	366.0	567.0	2150.0	2137.0	225.0	372.0	2014	1205
3825	20141206	13.0	11.0	4.0	339.0	108.0	732.0	1719.0	435.0	756.0	153.0	690.0	489.0	20.0	339.0	649.0	2233.0	2154.0	163.0	421.0	2014	1206
3826	20141207	58.0	17.0	4.0	407.0	134.0	727.0	1630.0	502.0	749.0	164.0	719.0	515.0	14.0	314.0	677.0	2089.0	2177.0	183.0	368.0	2014	1207
3827	20141208	2.0	19.0	9.0	328.0	149.0	811.0	1647.0	454.0	723.0	159.0	892.0	604.0	13.0	377.0	604.0	2136.0	2209.0	159.0	405.0	2014	1208
3828	20141209	6.0	23.0	9.0	412.0	146.0	718.0	1745.0	612.0	820.0	233.0	689.0	534.0	8.0	246.0	538.0	2120.0	2407.0	244.0	249.0	2014	1209
3829	20141210	14.0	16.0	4.0	434.0	140.0	814.0	1847.0	549.0	796.0	173.0	636.0	435.0	17.0	373.0	586.0	2204.0	2200.0	171.0	399.0	2014	1210
3830	20141211	18.0	27.0	8.0	478.0	129.0	866.0	1793.0	586.0	879.0	227.0	728.0	517.0	6.0	318.0	597.0	2130.0	2502.0	221.0	371.0	2014	1211
3831	20141212	0.0	4.0	4.0	277.0	55.0	552.0	1467.0	520.0	598.0	169.0	594.0	401.0	23.0	295.0	515.0	2186.0	1766.0	155.0	409.0	2014	1212
3832	20141213	0.0	12.0	4.0	320.0	75.0	655.0	1343.0	520.0	566.0	179.0	701.0	521.0	14.0	245.0	529.0	1908.0	1832.0	96.0	329.0	2014	1213
3833	20141214	0.0	18.0	7.0	361.0	180.0	762.0	1735.0	520.0	728.0	165.0	880.0	576.0	12.0	393.0	707.0	2108.0	2197.0	231.0	450.0	2014	1214
3834	20141216	1.0	17.0	7.0	402.0	68.0	679.0	1593.0	704.0	731.0	265.0	619.0	435.0	16.0	230.0	632.0	2177.0	2162.0	184.0	458.0	2014	1216
3835	20141217	0.0	25.0	9.0	420.0	144.0	689.0	1530.0	432.0	716.0	168.0	730.0	530.0	4.0	301.0	519.0	1778.0	2130.0	216.0	335.0	2014	1217
3836	20141218	4.0	18.0	5.0	397.0	92.0	653.0	1702.0	488.0	792.0	162.0	722.0	525.0	11.0	370.0	562.0	2123.0	2271.0	180.0	338.0	2014	1218
3837	20141219	3.0	14.0	7.0	404.0	98.0	606.0	1522.0	446.0	707.0	170.0	488.0	359.0	14.0	269.0	468.0	2023.0	1943.0	162.0	333.0	2014	1219
3838	20141220	0.0	10.0	3.0	355.0	106.0	776.0	1788.0	685.0	750.0	229.0	806.0	531.0	23.0	419.0	646.0	2414.0	2260.0	159.0	406.0	2014	1220
3839	20141221	1.0	19.0	6.0	361.0	122.0	738.0	1680.0	574.0	722.0	201.0	685.0	498.0	13.0	320.0	548.0	2083.0	2143.0	191.0	376.0	2014	1221
3840	20141222	19.0	17.0	6.0	486.0	182.0	782.0	1833.0	578.0	833.0	212.0	700.0	467.0	16.0	359.0	603.0	2409.0	2345.0	179.0	421.0	2014	1222
3841	20141223	0.0	4.0	1.0	346.0	61.0	697.0	1599.0	419.0	670.0	141.0	631.0	428.0	25.0	324.0	623.0	2257.0	1909.0	141.0	455.0	2014	1223
3842	20141224	0.0	6.0	2.0	236.0	115.0	672.0	1585.0	483.0	588.0	159.0	782.0	533.0	25.0	356.0	681.0	2226.0	1868.0	192.0	506.0	2014	1224
3843	20141225	4.0	15.0	8.0	373.0	55.0	786.0	1813.0	592.0	806.0	211.0	812.0	560.0	18.0	345.0	688.0	2472.0	2383.0	137.0	379.0	2014	1225
3844	20141226	1.0	9.0	4.0	312.0	70.0	611.0	1432.0	421.0	633.0	150.0	650.0	462.0	18.0	321.0	492.0	1924.0	1878.0	181.0	332.0	2014	1226
3845	20141227	2.0	4.0	1.0	314.0	51.0	669.0	1578.0	500.0	646.0	163.0	618.0	441.0	25.0	315.0	639.0	2122.0	1896.0	151.0	364.0	2014	1227
3846	20141228	25.0	19.0	6.0	334.0	123.0	757.0	1839.0	624.0	753.0	199.0	586.0	428.0	14.0	364.0	562.0	2064.0	2133.0	203.0	346.0	2014	1228
3847	20141229	6.0	15.0	4.0	365.0	139.0	734.0	1669.0	701.0	683.0	220.0	672.0	474.0	15.0	294.0	617.0	2088.0	2060.0	234.0	373.0	2014	1229
3848	20141230	0.0	9.0	5.0	212.0	54.0	369.0	863.0	280.0	399.0	104.0	356.0	250.0	6.0	163.0	292.0	1118.0	1152.0	100.0	196.0	2014	1230
3849	20141231	47.0	17.0	3.0	368.0	138.0	845.0	1741.0	512.0	780.0	176.0	789.0	576.0	15.0	396.0	587.0	2162.0	2312.0	190.0	482.0	2014	1231
3850	20141232	0.0	21.0	6.0	389.0	111.0	757.0	1626.0	578.0	727.0	199.0	712.0	515.0	10.0	271.0	592.0	2081.0	2168.0	178.0	354.0	2014	1232
3851	20141233	6.0	22.0	9.0	556.0	118.0	778.0	1880.0	834.0	915.0	330.0	720.0	512.0	10.0	280.0	566.0	2471.0	2672.0	212.0	337.0	2014	1233
3852	20141234	37.0	20.0	3.0	518.0	162.0	862.0	1926.0	530.0	895.0	187.0	883.0	647.0	12.0	439.0	575.0	2243.0	2624.0	232.0	364.0	2014	1234
3853	20141235	119.0	26.0	9.0	612.0	97.0	943.0	2049.0	781.0	966.0	274.0	762.0	529.0	7.0	337.0	575.0	2439.0	2735.0	199.0	348.0	2014	1235
3854	20141236	5.0	21.0	6.0	416.0	70.0	725.0	1651.0	613.0	788.0	236.0	695.0	464.0	10.0	314.0	531.0	2150.0	2276.0	205.0	399.0	2014	1236
3855	20141237	3.0	3.0	1.0	284.0	81.0	630.0	1566.0	398.0	668.0	121.0	510.0	375.0	26.0	219.0	466.0	2208.0	1832.0	141.0	330.0	2014	1237
3856	20141238	5.0	11.0	4.0	296.0	100.0	725.0	1707.0	413.0	711.0	121.0	688.0	498.0	20.0	367.0	708.0	2131.0	2041.0	184.0	463.0	2014	1238
3857	20141239	0.0	10.0	3.0	357.0	94.0	605.0	1603.0	510.0	699.0	171.0	676.0	473.0	18.0	336.0	535.0	2238.0	2042.0	201.0	380.0	2014	1239
3858	20141240	0.0	8.0		336.0	101.0	556.0	1537.0	510.0	632.0	161.0	636.0	426.0	21.0	318.0	562.0	2049.0	1851.0	187.0	321.0	2014	1240
3859	20141241	0.0	11.0	3.0	272.0	96.0	732.0	1583.0	553.0	648.0	151.0	750.0	514.0	20.0	314.0	607.0	2130.0	1961.0	182.0	379.0	2014	1241
3860	20141242	132.0	24.0	7.0	499.0	187.0	869.0	1826.0	533.0	904.0	184.0	893.0	635.0	9.0	389.0	696.0	2325.0	2627.0	193.0	435.0	2014	1242
3861	20141243	76.0	20.0	5.0	495.0	95.0	755.0	1787.0	577.0	779.0	193.0	729.0	480.0	12.0	397.0	694.0	2103.0	2231.0	198.0	394.0	2014	1243
3862	20141244	0.0	4.0	2.0	311.0	83.0	631.0	1552.0	500.0	647.0	170.0	594.0	387.0	25.0	316.0	635.0	2202.0	1851.0	159.0	473.0	2014	1244
3863	20141245	0.0	15.0	4.0	352.0	105.0	701.0	1718.0	649.0	734.0	228.0	635.0	448.0	16.0	327.0	648.0	2140.0	2144.0	184.0	379.0	2014	1245
3864	20141246	25.0	24.0	7.0	391.0	212.0	901.0	1897.0	532.0	856.0	173.0	1020.0	696.0	10.0	498.0	646.0	2266.0	2581.0	162.0	415.0	2014	1246
3865	20141247	15.0	15.0	3.0	385.0	106.0	730.0	1743.0	544.0	720.0	177.0	682.0	483.0	16.0	370.0	495.0	2120.0	2100.0	173.0	360.0	2014	1247
3866	20141248	2.0	10.0	6.0	384.0	63.0	644.0	1610.0	554.0	754.0	220.0	536.0	405.0	20.0	253.0	534.0	2261.0	2133.0	155.0	375.0	2014	1248
3867	20141249	0.0	4.0	1.0	361.0	86.0	667.0	1628.0	315.0	711.0	97.0	648.0	482.0	26.0	278.0	554.0	2318.0	2001.0	160.0	420.0	2014	1249
3868	20141250	1.0	14.0	2.0	416.0	112.0	787.0	1756.0	555.0	758.0	199.0	574.0	406.0	18.0	280.0	572.0	2207.0	2121.0	159.0	383.0	2014	1250
3869	20141251	0.0	8.0	2.0	370.0	94.0	693.0	1613.0	457.0	723.0	163.0	557.0	391.0	21.0	371.0	526.0	2081.0	2000.0	129.0	388.0	2014	1251
3870	20141252	0.0	14.0	5.0	397.0	54.0	671.0	1617.0	749.0	697.0	266.0	774.0	528.0	15.0	272.0	642.0	2277.0	2188.0	197.0	363.0	2014	1252
3871	20141253	2.0	13.0	6.0	377.0	74.0	691.0	1770.0	563.0	771.0	178.0	545.0	363.0	17.0	382.0	538.0	2121.0	2083.0	171.0	367.0	2014	1253
3872	20141254	1.0	9.0	2.0	408.0	66.0	676.0	1653.0	631.0	707.0	218.0	625.0	448.0	20.0	325.0	509.0	2315.0	2080.0	125.0	371.0	2014	1254
3873	20141255	0.0	4.0	1.0	348.0	48.0	584.0	1603.0	455.0	678.0	155.0	496.0	362.0	24.0	267.0	551.0	2286.0	1873.0	183.0	364.0	2014	1255
3874	20141256	16.0	26.0	9.0	520.0	159.0	868.0	2012.0	767.0	909.0	253.0	864.0	578.0	7.0	421.0	625.0	2164.0	2649.0	299.0	379.0	2014	1256
3875	20141257	45.0	29.0	11.0	533.0	157.0	822.0	2075.0	738.0	983.0	274.0	838.0	552.0	5.0	466.0	663.0	2073.0	2792.0	344.0	350.0	2014	1257
3876	20141258	8.0	12.0	2.0	374.0	113.0	665.0	1841.0	463.0	799.0	138.0	670.0	509.0	19.0	365.0	627.0	2385.0	2245.0	217.0	375.0	2014	1258
3877	20141259	2.0	10.0	2.0	322.0	121.0	587.0	1576.0	435.0	645.0	140.0	659.0	440.0	19.0	313.0	561.0	2083.0	1870.0	233.0	351.0	2014	1259
3878	20141260	2.0	9.0	2.0	399.0	78.0	681.0	1551.0	529.0	712.0	185.0	589.0	413.0	22.0	254.0	613.0	2134.0	2022.0	168.0	411.0	2014	1260
3879	20141261	16.0	19.0	5.0	454.0	190.0	842.0	1956.0	630.0	868.0	215.0	674.0	451.0	13.0	427.0	610.0	2280.0	2402.0	247.0	441.0	2014	1261
3880	20141262	1.0	9.0	3.0	313.0	70.0	584.0	1388.0	557.0	544.0	179.0	538.0	378.0	18.0	256.0	507.0	1893.0	1645.0	160.0	365.0	2014	1262
3881	20141263	0.0	5.0	1.0	389.0	60.0	662.0	1638.0	523.0	715.0	172.0	556.0	378.0	23.0	252.0	593.0	2340.0	1980.0	207.0	422.0	2014	1263
3882	20141264	0.0	25.0	10.0	422.0	195.0	795.0	1786.0	559.0	805.0	205.0	998.0	661.0	7.0	408.0	772.0	2240.0	2476.0	265.0	453.0	2014	1264
3883	20141265	0.0	12.0	4.0	342.0	122.0	723.0	1736.0	580.0	709.0	201.0	700.0	500.0	19.0	334.0	583.0	2233.0	2119.0	202.0	384.0	2014	1265
3884	20141266	19.0	17.0	4.0	474.0	100.0	788.0	1800.0	480.0	800.0	154.0	806.0	556.0	15.0	379.0	631.0	2199.0	2310.0	202.0	383.0	2014	1266
3885	20141267	0.0	9.0	3.0	339.0	113.0	724.0	1798.0	611.0	748.0	178.0	763.0	471.0	22.0	400.0	619.0	2241.0	2145.0	193.0	407.0	2014	1267
3886	20141268	29.0	17.0	4.0	374.0	139.0	816.0	1844.0	660.0	792.0	226.0	677.0	460.0	15.0	384.0	634.0	2166.0	2270.0	202.0	408.0	2014	1268
3887	20141269	56.0	24.0	7.0	486.0	177.0	844.0	1895.0	501.0	872.0	174.0	758.0	517.0	8.0	390.0	628.0	2264.0	2435.0	218.0	433.0	2014	1269
3888	20141270	0.0	9.0	4.0	345.0	111.0	663.0	1740.0	636.0	672.0	192.0	584.0	402.0	20.0	379.0	517.0	2203.0	1938.0	202.0	365.0	2014	1270
3889	20141271	1.0	5.0	3.0	307.0	55.0	570.0	1524.0	523.0	602.0	168.0	645.0	467.0	23.0	328.0	547.0	2131.0	1839.0	178.0	348.0	2014	1271
3890	20141272	43.0	22.0	6.0	527.0	148.0	766.0	1830.0	498.0	869.0	167.0	731.0	477.0	9.0	393.0	559.0	2175.0	2382.0	268.0	415.0	2014	1272
3891	20141273	0.0	23.0	8.0	491.0	130.0	789.0	1771.0	659.0	826.0	256.0	660.0	485.0	8.0	340.0	592.0	2091.0	2393.0	192.0	378.0	2014	1273
3892	20141274	24.0	17.0	6.0	346.0	124.0	778.0	1690.0	576.0	712.0	186.0	610.0	419.0	16.0	362.0	522.0	1964.0	2029.0	161.0	335.0	2014	1274
3893	20141275	0.0	13.0	4.0	377.0	68.0	675.0	1594.0	476.0	699.0	143.0	555.0	419.0	17.0	239.0	523.0	2095.0	1960.0	255.0	408.0	2014	1275
3894	20141276	88.0	25.0	9.0	469.0	83.0	757.0	1776.0	711.0	845.0	280.0	637.0	485.0	8.0	292.0	480.0	2157.0	2455.0	169.0	310.0	2014	1276
3895	20141277	85.0	26.0	7.0	578.0	164.0	884.0	1953.0	700.0	927.0	274.0	655.0	454.0	8.0	376.0	642.0	2221.0	2582.0	236.0	389.0	2014	1277
3896	20141278	35.0	19.0	5.0	439.0	133.0	759.0	1737.0	639.0	778.0	226.0	662.0	486.0	13.0	341.0	617.0	2170.0	2268.0	234.0	382.0	2014	1278
3897	20141279	1.0	19.0	4.0	413.0	182.0	783.0	2003.0	761.0	836.0	258.0	793.0	552.0	14.0	428.0	641.0	2400.0	2482.0	246.0	369.0	2014	1279
3898	20141280	0.0	14.0	1.0	401.0	88.0	761.0	1776.0	502.0	785.0	154.0	769.0	510.0	19.0	325.0	570.0	2353.0	2234.0	255.0	459.0	2014	1280
3899	20141281	27.0	22.0	6.0	341.0	108.0	863.0	1713.0	565.0	778.0	193.0	884.0	656.0	11.0	367.0	635.0	2293.0	2405.0	165.0	416.0	2014	1281
3900	20141282	4.0	10.0	3.0	341.0	68.0	668.0	1644.0	538.0	710.0	164.0	672.0	425.0	19.0	272.0	600.0	2214.0	2009.0	203.0	377.0	2014	1282
3901	20141283	4.0	19.0	5.0	368.0	87.0	729.0	1645.0	597.0	709.0	216.0	687.0	484.0	12.0	283.0	616.0	2128.0	2118.0	148.0	347.0	2014	1283
3902	20141284	0.0	11.0	1.0	386.0	96.0	771.0	1846.0	527.0	776.0	177.0	749.0	479.0	21.0	413.0	698.0	2338.0	2208.0	222.0	462.0	2014	1284
3903	20141285	1.0	15.0	7.0	318.0	73.0	566.0	1396.0	559.0	660.0	207.0	590.0	432.0	13.0	203.0	582.0	1939.0	1959.0	134.0	279.0	2014	1285
3904	20141286	0.0	12.0	4.0	282.0	45.0	636.0	1525.0	480.0	651.0	162.0	599.0	427.0	17.0	251.0	528.0	2032.0	1891.0	183.0	342.0	2014	1286
3905	20141287	2.0	18.0	5.0	392.0	89.0	738.0	1698.0	554.0	756.0	167.0	914.0	648.0	13.0	412.0	738.0	2278.0	2327.0	235.0	492.0	2014	1287
3906	20141288	0.0	15.0	7.0	394.0	157.0	744.0	1869.0	536.0	800.0	140.0	776.0	475.0	16.0	446.0	648.0	2239.0	2215.0	196.0	403.0	2014	1288
3907	20141290	0.0	6.0	1.0	308.0	54.0	662.0	1739.0	589.0	697.0	183.0	628.0	420.0	23.0	345.0	658.0	2366.0	1997.0	213.0	432.0	2014	1290
3908	20141291	2.0	16.0	7.0	376.0	98.0	708.0	1863.0	797.0	821.0	284.0	694.0	514.0	16.0	322.0	600.0	2495.0	2440.0	229.0	384.0	2014	1291
3909	20141292	0.0	22.0	9.0	390.0	147.0	744.0	1656.0	479.0	738.0	164.0	731.0	482.0	9.0	367.0	625.0	1950.0	2122.0	220.0	391.0	2014	1292
3910	20141293	2.0	16.0	5.0	346.0	105.0	640.0	1481.0	528.0	694.0	199.0	723.0	472.0	11.0	316.0	519.0	1983.0	2059.0	144.0	344.0	2014	1293
3911	20141294	9.0	16.0	5.0	336.0	58.0	595.0	1571.0	443.0	761.0	167.0	586.0	410.0	13.0	309.0	560.0	2035.0	2099.0	165.0	322.0	2014	1294
